,Date,Close
0,2015-01-01,1181.97
1,2015-01-02,1189.18
2,2015-01-05,1204.45
3,2015-01-06,1219.2
4,2015-01-07,1210.8
5,2015-01-08,1208.98
6,2015-01-09,1223.4
7,2015-01-12,1233.64
8,2015-01-13,1230.88
9,2015-01-14,1229.95
10,2015-01-15,1261.64
11,2015-01-16,1280.3
12,2015-01-19,1277.08
13,2015-01-20,1293.94
14,2015-01-21,1293.44
15,2015-01-22,1301.73
16,2015-01-23,1294.55
17,2015-01-26,1281.24
18,2015-01-27,1292.35
19,2015-01-28,1285.1
20,2015-01-29,1257.25
21,2015-01-30,1283.55
22,2015-02-02,1275.44
23,2015-02-03,1260.2
24,2015-02-04,1270.05
25,2015-02-05,1264.7
26,2015-02-06,1233.72
27,2015-02-09,1239.68
28,2015-02-10,1234.0
29,2015-02-11,1219.16
30,2015-02-12,1222.5
31,2015-02-13,1229.7
32,2015-02-16,1231.47
33,2015-02-17,1209.4
34,2015-02-18,1212.99
35,2015-02-19,1207.45
36,2015-02-20,1202.39
37,2015-02-23,1201.92
38,2015-02-24,1199.89
39,2015-02-25,1204.8
40,2015-02-26,1209.05
41,2015-02-27,1213.15
42,2015-03-02,1207.1
43,2015-03-03,1203.8
44,2015-03-04,1199.85
45,2015-03-05,1198.6
46,2015-03-06,1167.21
47,2015-03-09,1167.3
48,2015-03-10,1161.93
49,2015-03-11,1154.8
50,2015-03-12,1153.7
51,2015-03-13,1159.48
52,2015-03-16,1154.59
53,2015-03-17,1149.3
54,2015-03-18,1167.25
55,2015-03-19,1171.3
56,2015-03-20,1182.68
57,2015-03-23,1189.3
58,2015-03-24,1193.13
59,2015-03-25,1195.45
60,2015-03-26,1204.38
61,2015-03-27,1199.3
62,2015-03-30,1186.2
63,2015-03-31,1183.5
64,2015-04-01,1204.1
65,2015-04-02,1202.59
66,2015-04-03,1210.9
67,2015-04-06,1214.7
68,2015-04-07,1208.6
69,2015-04-08,1202.8
70,2015-04-09,1195.01
71,2015-04-10,1208.05
72,2015-04-13,1198.85
73,2015-04-14,1193.58
74,2015-04-15,1202.05
75,2015-04-16,1197.65
76,2015-04-17,1204.65
77,2015-04-20,1196.5
78,2015-04-21,1202.68
79,2015-04-22,1187.3
80,2015-04-23,1194.0
81,2015-04-24,1179.38
82,2015-04-27,1202.0
83,2015-04-28,1212.1
84,2015-04-29,1204.8
85,2015-04-30,1184.37
86,2015-05-01,1178.5
87,2015-05-04,1188.25
88,2015-05-05,1193.33
89,2015-05-06,1191.8
90,2015-05-07,1184.8
91,2015-05-08,1188.15
92,2015-05-11,1184.2
93,2015-05-12,1193.5
94,2015-05-13,1215.73
95,2015-05-14,1221.52
96,2015-05-15,1223.85
97,2015-05-18,1225.74
98,2015-05-19,1207.51
99,2015-05-20,1209.28
100,2015-05-21,1206.45
101,2015-05-22,1206.38
102,2015-05-25,1207.17
103,2015-05-26,1187.3
104,2015-05-27,1188.15
105,2015-05-28,1188.45
106,2015-05-29,1190.5
107,2015-06-01,1189.15
108,2015-06-02,1193.38
109,2015-06-03,1185.5
110,2015-06-04,1176.26
111,2015-06-05,1172.0
112,2015-06-08,1173.95
113,2015-06-09,1176.7
114,2015-06-10,1186.48
115,2015-06-11,1182.3
116,2015-06-12,1180.8
117,2015-06-15,1186.4
118,2015-06-16,1181.86
119,2015-06-17,1185.45
120,2015-06-18,1201.42
121,2015-06-19,1200.51
122,2015-06-22,1185.45
123,2015-06-23,1178.44
124,2015-06-24,1175.2
125,2015-06-25,1173.33
126,2015-06-26,1175.07
127,2015-06-29,1180.36
128,2015-06-30,1172.6
129,2015-07-01,1168.8
130,2015-07-02,1166.15
131,2015-07-03,1167.94
132,2015-07-06,1170.15
133,2015-07-07,1155.55
134,2015-07-08,1158.28
135,2015-07-09,1159.65
136,2015-07-10,1163.96
137,2015-07-13,1158.0
138,2015-07-14,1155.53
139,2015-07-15,1149.65
140,2015-07-16,1145.15
141,2015-07-17,1134.1
142,2015-07-20,1096.95
143,2015-07-21,1101.41
144,2015-07-22,1093.45
145,2015-07-23,1090.8
146,2015-07-24,1099.1
147,2015-07-27,1094.42
148,2015-07-28,1095.35
149,2015-07-29,1096.69
150,2015-07-30,1088.99
151,2015-07-31,1095.65
152,2015-08-03,1086.5
153,2015-08-04,1087.45
154,2015-08-05,1085.05
155,2015-08-06,1089.41
156,2015-08-07,1094.2
157,2015-08-10,1104.51
158,2015-08-11,1109.01
159,2015-08-12,1125.3
160,2015-08-13,1115.05
161,2015-08-14,1114.11
162,2015-08-17,1117.66
163,2015-08-18,1118.01
164,2015-08-19,1134.46
165,2015-08-20,1153.16
166,2015-08-21,1161.05
167,2015-08-24,1155.05
168,2015-08-25,1140.65
169,2015-08-26,1125.55
170,2015-08-27,1125.71
171,2015-08-28,1133.96
172,2015-08-31,1134.5
173,2015-09-01,1140.11
174,2015-09-02,1134.05
175,2015-09-03,1125.25
176,2015-09-04,1123.0
177,2015-09-07,1119.47
178,2015-09-08,1121.8
179,2015-09-09,1106.1
180,2015-09-10,1111.55
181,2015-09-11,1107.9
182,2015-09-14,1108.8
183,2015-09-15,1105.4
184,2015-09-16,1119.55
185,2015-09-17,1131.4
186,2015-09-18,1139.4
187,2015-09-21,1133.3
188,2015-09-22,1124.8
189,2015-09-23,1130.4
190,2015-09-24,1154.01
191,2015-09-25,1146.24
192,2015-09-28,1132.05
193,2015-09-29,1127.46
194,2015-09-30,1115.0
195,2015-10-01,1113.55
196,2015-10-02,1138.14
197,2015-10-05,1135.75
198,2015-10-06,1147.11
199,2015-10-07,1145.4
200,2015-10-08,1138.96
201,2015-10-09,1157.53
202,2015-10-12,1164.0
203,2015-10-13,1168.8
204,2015-10-14,1185.19
205,2015-10-15,1183.11
206,2015-10-16,1177.2
207,2015-10-19,1170.45
208,2015-10-20,1176.11
209,2015-10-21,1167.1
210,2015-10-22,1166.05
211,2015-10-23,1164.26
212,2015-10-26,1163.2
213,2015-10-27,1166.95
214,2015-10-28,1156.1
215,2015-10-29,1145.91
216,2015-10-30,1142.38
217,2015-11-02,1133.75
218,2015-11-03,1117.6
219,2015-11-04,1107.44
220,2015-11-05,1103.95
221,2015-11-06,1088.64
222,2015-11-09,1092.1
223,2015-11-10,1089.91
224,2015-11-11,1086.14
225,2015-11-12,1085.05
226,2015-11-13,1083.64
227,2015-11-16,1082.85
228,2015-11-17,1070.37
229,2015-11-18,1071.14
230,2015-11-19,1082.4
231,2015-11-20,1078.1
232,2015-11-23,1069.34
233,2015-11-24,1075.49
234,2015-11-25,1071.39
235,2015-11-26,1072.25
236,2015-11-27,1058.81
237,2015-11-30,1064.42
238,2015-12-01,1069.49
239,2015-12-02,1053.69
240,2015-12-03,1062.57
241,2015-12-04,1086.99
242,2015-12-07,1070.39
243,2015-12-08,1074.69
244,2015-12-09,1073.21
245,2015-12-10,1071.54
246,2015-12-11,1074.89
247,2015-12-14,1062.9
248,2015-12-15,1060.74
249,2015-12-16,1072.94
250,2015-12-17,1051.74
251,2015-12-18,1066.19
252,2015-12-21,1078.44
253,2015-12-22,1072.36
254,2015-12-23,1070.35
255,2015-12-24,1075.88
256,2015-12-25,1075.88
257,2015-12-28,1069.05
258,2015-12-29,1068.99
259,2015-12-30,1061.45
260,2015-12-31,1061.3
261,2016-01-01,1060.74
262,2016-01-04,1074.7
263,2016-01-05,1077.66
264,2016-01-06,1094.45
265,2016-01-07,1109.25
266,2016-01-08,1104.24
267,2016-01-11,1094.26
268,2016-01-12,1087.05
269,2016-01-13,1093.49
270,2016-01-14,1078.0
271,2016-01-15,1089.1
272,2016-01-18,1088.9
273,2016-01-19,1087.12
274,2016-01-20,1101.02
275,2016-01-21,1101.6
276,2016-01-22,1098.3
277,2016-01-25,1108.05
278,2016-01-26,1120.57
279,2016-01-27,1125.59
280,2016-01-28,1115.14
281,2016-01-29,1118.04
282,2016-02-01,1128.85
283,2016-02-02,1129.12
284,2016-02-03,1142.93
285,2016-02-04,1155.74
286,2016-02-05,1173.69
287,2016-02-08,1191.14
288,2016-02-09,1188.85
289,2016-02-10,1197.49
290,2016-02-11,1246.89
291,2016-02-12,1238.05
292,2016-02-15,1209.95
293,2016-02-16,1200.35
294,2016-02-17,1209.14
295,2016-02-18,1232.35
296,2016-02-19,1228.19
297,2016-02-22,1208.74
298,2016-02-23,1227.46
299,2016-02-24,1229.35
300,2016-02-25,1234.64
301,2016-02-26,1222.6
302,2016-02-29,1238.14
303,2016-03-01,1232.26
304,2016-03-02,1240.3
305,2016-03-03,1263.69
306,2016-03-04,1259.44
307,2016-03-07,1267.39
308,2016-03-08,1261.1
309,2016-03-09,1252.94
310,2016-03-10,1271.44
311,2016-03-11,1248.44
312,2016-03-14,1235.28
313,2016-03-15,1232.38
314,2016-03-16,1263.08
315,2016-03-17,1257.9
316,2016-03-18,1255.3
317,2016-03-21,1243.74
318,2016-03-22,1248.38
319,2016-03-23,1220.17
320,2016-03-24,1216.99
321,2016-03-25,1216.47
322,2016-03-28,1221.05
323,2016-03-29,1242.55
324,2016-03-30,1224.85
325,2016-03-31,1232.7
326,2016-04-01,1222.49
327,2016-04-04,1215.4
328,2016-04-05,1231.14
329,2016-04-06,1222.35
330,2016-04-07,1240.69
331,2016-04-08,1240.39
332,2016-04-11,1257.95
333,2016-04-12,1255.94
334,2016-04-13,1243.14
335,2016-04-14,1227.39
336,2016-04-15,1234.05
337,2016-04-18,1231.55
338,2016-04-19,1250.5
339,2016-04-20,1244.05
340,2016-04-21,1248.85
341,2016-04-22,1232.3
342,2016-04-25,1237.9
343,2016-04-26,1243.44
344,2016-04-27,1246.1
345,2016-04-28,1266.48
346,2016-04-29,1293.74
347,2016-05-02,1291.6
348,2016-05-03,1286.0
349,2016-05-04,1279.49
350,2016-05-05,1278.05
351,2016-05-06,1288.7
352,2016-05-09,1263.85
353,2016-05-10,1266.4
354,2016-05-11,1277.69
355,2016-05-12,1263.49
356,2016-05-13,1273.6
357,2016-05-16,1273.86
358,2016-05-17,1280.0
359,2016-05-18,1258.3
360,2016-05-19,1255.1
361,2016-05-20,1252.3
362,2016-05-23,1249.24
363,2016-05-24,1227.0
364,2016-05-25,1224.18
365,2016-05-26,1220.15
366,2016-05-27,1212.4
367,2016-05-30,1205.58
