"Date","Price","Open","High","Low","Change %"
"Nov 23, 2018","1.5673","1.5727","1.5763","1.5643","-0.33%"
"Nov 22, 2018","1.5725","1.5673","1.5760","1.5660","0.31%"
"Nov 21, 2018","1.5676","1.5763","1.5793","1.5660","-0.55%"
"Nov 20, 2018","1.5762","1.5698","1.5773","1.5666","0.39%"
"Nov 19, 2018","1.5701","1.5587","1.5730","1.5564","0.87%"
"Nov 16, 2018","1.5566","1.5573","1.5651","1.5553","-0.01%"
"Nov 15, 2018","1.5567","1.5625","1.5657","1.5516","-0.40%"
"Nov 14, 2018","1.5629","1.5642","1.5700","1.5628","-0.08%"
"Nov 13, 2018","1.5642","1.5637","1.5672","1.5572","0.02%"
"Nov 12, 2018","1.5639","1.5612","1.5698","1.5607","-0.33%"
"Nov 09, 2018","1.5690","1.5658","1.5701","1.5630","0.20%"
"Nov 08, 2018","1.5659","1.5697","1.5737","1.5625","-0.27%"
"Nov 07, 2018","1.5702","1.5773","1.5834","1.5699","-0.42%"
"Nov 06, 2018","1.5768","1.5815","1.5839","1.5748","-0.32%"
"Nov 05, 2018","1.5818","1.5710","1.5878","1.5710","0.01%"
"Nov 02, 2018","1.5817","1.5837","1.5860","1.5742","-0.11%"
"Nov 01, 2018","1.5834","1.5992","1.6004","1.5817","-0.99%"
"Oct 31, 2018","1.5992","1.5963","1.6038","1.5952","0.17%"
"Oct 30, 2018","1.5965","1.6116","1.6122","1.5949","-0.96%"
"Oct 29, 2018","1.6120","1.6105","1.6156","1.6027","0.29%"
"Oct 26, 2018","1.6074","1.6064","1.6196","1.6049","0.06%"
"Oct 25, 2018","1.6064","1.6139","1.6167","1.6030","-0.46%"
"Oct 24, 2018","1.6139","1.6188","1.6203","1.6045","-0.32%"
"Oct 23, 2018","1.6190","1.6190","1.6254","1.6173","-0.01%"
"Oct 22, 2018","1.6192","1.6179","1.6233","1.6155","0.14%"
"Oct 19, 2018","1.6170","1.6132","1.6189","1.6042","0.23%"
"Oct 18, 2018","1.6133","1.6176","1.6187","1.6098","-0.28%"
"Oct 17, 2018","1.6178","1.6209","1.6231","1.6154","-0.19%"
"Oct 16, 2018","1.6208","1.6239","1.6287","1.6197","-0.18%"
"Oct 15, 2018","1.6238","1.6258","1.6276","1.6206","-0.02%"
"Oct 12, 2018","1.6242","1.6279","1.6307","1.6176","-0.20%"
"Oct 11, 2018","1.6275","1.6306","1.6361","1.6222","-0.23%"
"Oct 10, 2018","1.6312","1.6181","1.6361","1.6145","0.83%"
"Oct 09, 2018","1.6177","1.6231","1.6264","1.6170","-0.36%"
"Oct 08, 2018","1.6236","1.6334","1.6364","1.6223","-0.64%"
"Oct 05, 2018","1.6341","1.6280","1.6357","1.6243","0.39%"
"Oct 04, 2018","1.6277","1.6153","1.6281","1.6131","0.74%"
"Oct 03, 2018","1.6158","1.6062","1.6186","1.6051","0.59%"
"Oct 02, 2018","1.6064","1.6029","1.6091","1.5986","0.24%"
"Oct 01, 2018","1.6026","1.6053","1.6100","1.6009","-0.19%"
"Sep 28, 2018","1.6056","1.6154","1.6163","1.6022","-0.60%"
"Sep 27, 2018","1.6153","1.6172","1.6214","1.6142","-0.12%"
"Sep 26, 2018","1.6173","1.6229","1.6241","1.6115","-0.39%"
"Sep 25, 2018","1.6237","1.6195","1.6256","1.6179","0.25%"
"Sep 24, 2018","1.6197","1.6156","1.6247","1.6131","0.51%"
"Sep 21, 2018","1.6115","1.6150","1.6183","1.6110","-0.22%"
"Sep 20, 2018","1.6151","1.6071","1.6178","1.6046","0.50%"
"Sep 19, 2018","1.6070","1.6158","1.6179","1.6053","-0.57%"
"Sep 18, 2018","1.6162","1.6265","1.6338","1.6152","-0.64%"
"Sep 17, 2018","1.6266","1.6246","1.6291","1.6218","0.03%"
"Sep 14, 2018","1.6261","1.6256","1.6294","1.6226","0.06%"
"Sep 13, 2018","1.6252","1.6219","1.6267","1.6128","0.22%"
"Sep 12, 2018","1.6217","1.6284","1.6343","1.6192","-0.46%"
"Sep 11, 2018","1.6292","1.6299","1.6361","1.6280","-0.02%"
"Sep 10, 2018","1.6295","1.6243","1.6324","1.6220","0.24%"
"Sep 07, 2018","1.6256","1.6132","1.6294","1.6119","0.68%"
"Sep 06, 2018","1.6146","1.6166","1.6224","1.6123","-0.15%"
"Sep 05, 2018","1.6170","1.6131","1.6207","1.6068","0.24%"
"Sep 04, 2018","1.6132","1.6114","1.6156","1.6039","0.11%"
"Sep 03, 2018","1.6114","1.6109","1.6178","1.6073","-0.11%"
"Aug 31, 2018","1.6132","1.6061","1.6168","1.6049","0.45%"
"Aug 30, 2018","1.6060","1.6014","1.6091","1.5979","0.27%"
"Aug 29, 2018","1.6016","1.5941","1.6064","1.5912","0.49%"
"Aug 28, 2018","1.5938","1.5882","1.5958","1.5875","0.35%"
"Aug 27, 2018","1.5883","1.5886","1.5910","1.5829","0.16%"
"Aug 24, 2018","1.5857","1.5924","1.5952","1.5822","-0.37%"
"Aug 23, 2018","1.5916","1.5779","1.5940","1.5765","0.84%"
"Aug 22, 2018","1.5784","1.5693","1.5800","1.5690","0.54%"
"Aug 21, 2018","1.5699","1.5646","1.5726","1.5636","0.36%"
"Aug 20, 2018","1.5642","1.5635","1.5668","1.5596","0.04%"
"Aug 17, 2018","1.5636","1.5669","1.5689","1.5629","-0.21%"
"Aug 16, 2018","1.5669","1.5670","1.5720","1.5624","-0.01%"
"Aug 15, 2018","1.5671","1.5654","1.5724","1.5648","0.08%"
"Aug 14, 2018","1.5658","1.5695","1.5730","1.5653","-0.24%"
"Aug 13, 2018","1.5696","1.5615","1.5698","1.5596","0.42%"
"Aug 10, 2018","1.5631","1.5635","1.5708","1.5606","-0.03%"
"Aug 09, 2018","1.5636","1.5615","1.5658","1.5582","0.08%"
"Aug 08, 2018","1.5623","1.5628","1.5678","1.5601","-0.04%"
"Aug 07, 2018","1.5630","1.5643","1.5657","1.5576","-0.06%"
"Aug 06, 2018","1.5640","1.5608","1.5658","1.5607","0.05%"
"Aug 03, 2018","1.5632","1.5733","1.5754","1.5614","-0.68%"
"Aug 02, 2018","1.5739","1.5750","1.5800","1.5724","-0.06%"
"Aug 01, 2018","1.5748","1.5735","1.5795","1.5727","0.06%"
"Jul 31, 2018","1.5739","1.5806","1.5825","1.5718","-0.42%"
"Jul 30, 2018","1.5805","1.5785","1.5828","1.5735","0.35%"
"Jul 27, 2018","1.5750","1.5780","1.5792","1.5714","-0.20%"
"Jul 26, 2018","1.5781","1.5731","1.5811","1.5725","0.31%"
"Jul 25, 2018","1.5733","1.5747","1.5811","1.5698","-0.09%"
"Jul 24, 2018","1.5747","1.5837","1.5874","1.5736","-0.59%"
"Jul 23, 2018","1.5840","1.5833","1.5871","1.5782","0.33%"
"Jul 20, 2018","1.5788","1.5831","1.5896","1.5781","-0.21%"
"Jul 19, 2018","1.5821","1.5734","1.5853","1.5655","0.57%"
"Jul 18, 2018","1.5731","1.5782","1.5835","1.5722","-0.32%"
"Jul 17, 2018","1.5781","1.5778","1.5831","1.5748","0.01%"
"Jul 16, 2018","1.5780","1.5759","1.5800","1.5716","0.25%"
"Jul 13, 2018","1.5740","1.5755","1.5774","1.5708","-0.10%"
"Jul 12, 2018","1.5756","1.5849","1.5870","1.5749","-0.57%"
"Jul 11, 2018","1.5846","1.5746","1.5886","1.5737","0.64%"
"Jul 10, 2018","1.5745","1.5733","1.5766","1.5694","0.05%"
"Jul 09, 2018","1.5737","1.5803","1.5823","1.5718","-0.42%"
"Jul 06, 2018","1.5803","1.5828","1.5858","1.5764","-0.15%"
"Jul 05, 2018","1.5826","1.5785","1.5874","1.5760","0.23%"
"Jul 04, 2018","1.5790","1.5787","1.5817","1.5729","0.05%"
"Jul 03, 2018","1.5782","1.5859","1.5891","1.5742","-0.45%"
"Jul 02, 2018","1.5854","1.5739","1.5876","1.5708","0.46%"
"Jun 29, 2018","1.5781","1.5739","1.5817","1.5721","0.32%"
"Jun 28, 2018","1.5731","1.5738","1.5795","1.5714","-0.04%"
"Jun 27, 2018","1.5738","1.5752","1.5830","1.5693","-0.10%"
"Jun 26, 2018","1.5753","1.5787","1.5828","1.5742","-0.22%"
"Jun 25, 2018","1.5787","1.5660","1.5823","1.5653","0.78%"
"Jun 22, 2018","1.5665","1.5720","1.5763","1.5652","-0.34%"
"Jun 21, 2018","1.5719","1.5709","1.5750","1.5629","0.08%"
"Jun 20, 2018","1.5706","1.5694","1.5728","1.5611","0.06%"
"Jun 19, 2018","1.5697","1.5658","1.5758","1.5636","0.26%"
"Jun 18, 2018","1.5657","1.5571","1.5673","1.5541","0.40%"
"Jun 15, 2018","1.5595","1.5475","1.5612","1.5467","0.83%"
"Jun 14, 2018","1.5466","1.5558","1.5702","1.5422","-0.59%"
"Jun 13, 2018","1.5558","1.5508","1.5601","1.5486","0.32%"
"Jun 12, 2018","1.5508","1.5482","1.5528","1.5441","0.17%"
"Jun 11, 2018","1.5482","1.5465","1.5554","1.5465","-0.02%"
"Jun 08, 2018","1.5485","1.5475","1.5561","1.5461","0.08%"
"Jun 07, 2018","1.5472","1.5357","1.5516","1.5345","0.76%"
"Jun 06, 2018","1.5356","1.5382","1.5394","1.5279","-0.18%"
"Jun 05, 2018","1.5383","1.5290","1.5400","1.5279","0.54%"
"Jun 04, 2018","1.5301","1.5410","1.5433","1.5270","-0.69%"
"Jun 01, 2018","1.5408","1.5448","1.5534","1.5388","-0.27%"
"May 31, 2018","1.5449","1.5388","1.5466","1.5366","0.37%"
"May 30, 2018","1.5392","1.5379","1.5449","1.5362","0.10%"
"May 29, 2018","1.5376","1.5399","1.5458","1.5312","-0.18%"
"May 28, 2018","1.5404","1.5431","1.5500","1.5370","-0.20%"
"May 25, 2018","1.5435","1.5468","1.5493","1.5401","-0.23%"
"May 24, 2018","1.5470","1.5474","1.5533","1.5454","-0.01%"
"May 23, 2018","1.5471","1.5547","1.5622","1.5461","-0.50%"
"May 22, 2018","1.5548","1.5548","1.5573","1.5482","-0.03%"
"May 21, 2018","1.5552","1.5632","1.5669","1.5528","-0.78%"
"May 18, 2018","1.5675","1.5701","1.5735","1.5654","-0.15%"
"May 17, 2018","1.5699","1.5713","1.5737","1.5655","-0.06%"
"May 16, 2018","1.5709","1.5844","1.5872","1.5686","-0.84%"
"May 15, 2018","1.5842","1.5845","1.5891","1.5830","-0.04%"
"May 14, 2018","1.5848","1.5837","1.5888","1.5811","0.08%"
"May 11, 2018","1.5835","1.5815","1.5856","1.5771","0.11%"
"May 10, 2018","1.5817","1.5875","1.5908","1.5810","-0.37%"
"May 09, 2018","1.5876","1.5907","1.5968","1.5870","-0.21%"
"May 08, 2018","1.5910","1.5864","1.5949","1.5843","0.37%"
"May 07, 2018","1.5851","1.5884","1.5921","1.5838","-0.04%"
"May 04, 2018","1.5857","1.5919","1.5934","1.5842","-0.38%"
"May 03, 2018","1.5918","1.5948","1.5974","1.5890","-0.19%"
"May 02, 2018","1.5949","1.6013","1.6049","1.5934","-0.39%"
"May 01, 2018","1.6012","1.6038","1.6050","1.5995","-0.13%"
"Apr 30, 2018","1.6033","1.6003","1.6064","1.5980","0.22%"
"Apr 27, 2018","1.5998","1.6018","1.6058","1.5963","-0.15%"
"Apr 26, 2018","1.6022","1.6080","1.6117","1.6010","-0.35%"
"Apr 25, 2018","1.6078","1.6086","1.6144","1.6073","-0.06%"
"Apr 24, 2018","1.6087","1.6056","1.6118","1.6016","0.20%"
"Apr 23, 2018","1.6055","1.5996","1.6063","1.5966","0.25%"
"Apr 20, 2018","1.6015","1.5967","1.6036","1.5959","0.28%"
"Apr 19, 2018","1.5971","1.5896","1.6000","1.5849","0.47%"
"Apr 18, 2018","1.5896","1.5926","1.5971","1.5880","-0.20%"
"Apr 17, 2018","1.5928","1.5912","1.5960","1.5878","0.10%"
"Apr 16, 2018","1.5912","1.5873","1.5953","1.5844","0.24%"
"Apr 13, 2018","1.5874","1.5900","1.5907","1.5774","-0.14%"
"Apr 12, 2018","1.5897","1.5947","1.5966","1.5864","-0.31%"
"Apr 11, 2018","1.5947","1.5920","1.6000","1.5905","0.17%"
"Apr 10, 2018","1.5920","1.6009","1.6023","1.5890","-0.53%"
"Apr 09, 2018","1.6005","1.5980","1.6064","1.5942","0.04%"
"Apr 06, 2018","1.5999","1.5930","1.6028","1.5912","0.45%"
"Apr 05, 2018","1.5927","1.5911","1.5995","1.5895","0.10%"
"Apr 04, 2018","1.5911","1.5966","1.6059","1.5898","-0.36%"
"Apr 03, 2018","1.5968","1.6047","1.6071","1.5932","-0.52%"
"Apr 02, 2018","1.6051","1.6031","1.6091","1.6009","0.02%"
"Mar 30, 2018","1.6047","1.6018","1.6053","1.5978","0.17%"
"Mar 29, 2018","1.6020","1.6064","1.6122","1.5997","-0.28%"
"Mar 28, 2018","1.6065","1.6153","1.6199","1.6051","-0.54%"
"Mar 27, 2018","1.6152","1.6059","1.6167","1.6052","0.59%"
"Mar 26, 2018","1.6058","1.6000","1.6137","1.5974","0.06%"
"Mar 23, 2018","1.6048","1.5990","1.6060","1.5941","0.35%"
"Mar 22, 2018","1.5992","1.5893","1.6012","1.5873","0.63%"
"Mar 21, 2018","1.5892","1.5934","1.6004","1.5856","-0.26%"
"Mar 20, 2018","1.5934","1.5982","1.6046","1.5917","-0.30%"
"Mar 19, 2018","1.5982","1.5902","1.6031","1.5897","0.34%"
"Mar 16, 2018","1.5928","1.5781","1.5945","1.5770","0.95%"
"Mar 15, 2018","1.5778","1.5698","1.5797","1.5690","0.50%"
"Mar 14, 2018","1.5699","1.5761","1.5787","1.5635","-0.41%"
"Mar 13, 2018","1.5764","1.5673","1.5798","1.5648","0.61%"
"Mar 12, 2018","1.5668","1.5675","1.5696","1.5618","-0.04%"
"Mar 09, 2018","1.5675","1.5800","1.5831","1.5670","-0.80%"
"Mar 08, 2018","1.5801","1.5863","1.5946","1.5789","-0.37%"
"Mar 07, 2018","1.5860","1.5839","1.5981","1.5839","0.09%"
"Mar 06, 2018","1.5845","1.5884","1.5915","1.5819","-0.25%"
"Mar 05, 2018","1.5885","1.5864","1.5941","1.5838","0.13%"
"Mar 02, 2018","1.5865","1.5814","1.5925","1.5785","0.30%"
"Mar 01, 2018","1.5817","1.5712","1.5823","1.5699","0.68%"
"Feb 28, 2018","1.5710","1.5707","1.5719","1.5623","0.03%"
"Feb 27, 2018","1.5705","1.5681","1.5739","1.5655","0.16%"
"Feb 26, 2018","1.5680","1.5664","1.5725","1.5619","0.05%"
"Feb 23, 2018","1.5672","1.5717","1.5763","1.5672","-0.29%"
"Feb 22, 2018","1.5717","1.5738","1.5757","1.5671","-0.15%"
"Feb 21, 2018","1.5740","1.5649","1.5751","1.5614","0.57%"
"Feb 20, 2018","1.5651","1.5684","1.5707","1.5607","-0.18%"
"Feb 19, 2018","1.5680","1.5680","1.5704","1.5648","0.01%"
"Feb 16, 2018","1.5679","1.5739","1.5778","1.5675","-0.39%"
"Feb 15, 2018","1.5740","1.5709","1.5811","1.5674","0.20%"
"Feb 14, 2018","1.5709","1.5719","1.5824","1.5689","-0.04%"
"Feb 13, 2018","1.5716","1.5635","1.5783","1.5604","0.52%"
"Feb 12, 2018","1.5635","1.5675","1.5716","1.5619","-0.13%"
"Feb 09, 2018","1.5656","1.5742","1.5795","1.5647","-0.54%"
"Feb 08, 2018","1.5741","1.5678","1.5750","1.5644","0.39%"
"Feb 07, 2018","1.5680","1.5653","1.5749","1.5634","0.17%"
"Feb 06, 2018","1.5654","1.5699","1.5798","1.5644","-0.28%"
"Feb 05, 2018","1.5698","1.5715","1.5758","1.5630","-0.20%"
"Feb 02, 2018","1.5729","1.5562","1.5737","1.5552","1.08%"
"Feb 01, 2018","1.5561","1.5412","1.5579","1.5391","0.91%"
"Jan 31, 2018","1.5420","1.5342","1.5427","1.5310","0.50%"
"Jan 30, 2018","1.5344","1.5297","1.5382","1.5274","0.31%"
"Jan 29, 2018","1.5297","1.5331","1.5366","1.5259","-0.10%"
"Jan 26, 2018","1.5313","1.5437","1.5473","1.5292","-0.88%"
"Jan 25, 2018","1.5449","1.5392","1.5497","1.5332","0.37%"
"Jan 24, 2018","1.5392","1.5373","1.5399","1.5272","0.12%"
"Jan 23, 2018","1.5373","1.5295","1.5401","1.5281","0.52%"
"Jan 22, 2018","1.5294","1.5341","1.5367","1.5264","0.01%"
"Jan 19, 2018","1.5292","1.5296","1.5332","1.5270","-0.04%"
"Jan 18, 2018","1.5298","1.5295","1.5350","1.5264","0.05%"
"Jan 17, 2018","1.5291","1.5403","1.5413","1.5264","-0.71%"
"Jan 16, 2018","1.5401","1.5396","1.5428","1.5336","0.03%"
"Jan 15, 2018","1.5396","1.5421","1.5448","1.5352","-0.04%"
"Jan 12, 2018","1.5402","1.5249","1.5449","1.5238","1.01%"
"Jan 11, 2018","1.5248","1.5231","1.5315","1.5151","0.11%"
"Jan 10, 2018","1.5232","1.5260","1.5315","1.5229","-0.16%"
"Jan 09, 2018","1.5257","1.5259","1.5276","1.5212","-0.04%"
"Jan 08, 2018","1.5263","1.5317","1.5345","1.5252","-0.22%"
"Jan 05, 2018","1.5297","1.5348","1.5399","1.5288","-0.32%"
"Jan 04, 2018","1.5346","1.5332","1.5417","1.5308","0.07%"
"Jan 03, 2018","1.5335","1.5399","1.5436","1.5314","-0.43%"
"Jan 02, 2018","1.5401","1.5386","1.5432","1.5319","0.08%"
"Jan 01, 2018","1.5388","1.5387","1.5394","1.5366","0.07%"
"Dec 29, 2017","1.5378","1.5315","1.5400","1.5301","0.40%"
"Dec 28, 2017","1.5316","1.5305","1.5353","1.5286","0.08%"
"Dec 27, 2017","1.5304","1.5346","1.5364","1.5276","-0.27%"
"Dec 26, 2017","1.5345","1.5376","1.5387","1.5339","-0.23%"
"Dec 25, 2017","1.5380","1.5364","1.5404","1.5335","0.08%"
"Dec 22, 2017","1.5368","1.5418","1.5422","1.5323","-0.31%"
"Dec 21, 2017","1.5416","1.5484","1.5525","1.5393","-0.44%"
"Dec 20, 2017","1.5484","1.5447","1.5530","1.5414","0.22%"
"Dec 19, 2017","1.5450","1.5375","1.5475","1.5364","0.50%"
"Dec 18, 2017","1.5373","1.5358","1.5431","1.5324","-0.01%"
"Dec 15, 2017","1.5374","1.5364","1.5414","1.5318","0.07%"
"Dec 14, 2017","1.5364","1.5482","1.5522","1.5340","-0.79%"
"Dec 13, 2017","1.5486","1.5534","1.5561","1.5437","-0.32%"
"Dec 12, 2017","1.5535","1.5639","1.5664","1.5515","-0.65%"
"Dec 11, 2017","1.5637","1.5663","1.5687","1.5622","-0.24%"
"Dec 08, 2017","1.5675","1.5672","1.5689","1.5596","0.01%"
"Dec 07, 2017","1.5673","1.5595","1.5698","1.5586","0.49%"
"Dec 06, 2017","1.5596","1.5543","1.5634","1.5524","0.32%"
"Dec 05, 2017","1.5547","1.5621","1.5625","1.5493","-0.44%"
"Dec 04, 2017","1.5616","1.5527","1.5641","1.5527","-0.07%"
"Dec 01, 2017","1.5627","1.5731","1.5773","1.5575","-0.67%"
"Nov 30, 2017","1.5732","1.5646","1.5755","1.5612","0.54%"
"Nov 29, 2017","1.5648","1.5588","1.5681","1.5572","0.37%"
"Nov 28, 2017","1.5590","1.5651","1.5693","1.5568","-0.38%"
"Nov 27, 2017","1.5650","1.5649","1.5702","1.5613","-0.11%"
"Nov 24, 2017","1.5668","1.5542","1.5679","1.5524","0.80%"
"Nov 23, 2017","1.5544","1.5517","1.5566","1.5509","0.17%"
"Nov 22, 2017","1.5517","1.5493","1.5571","1.5466","0.18%"
"Nov 21, 2017","1.5489","1.5538","1.5594","1.5454","-0.32%"
"Nov 20, 2017","1.5539","1.5589","1.5612","1.5501","-0.33%"
"Nov 17, 2017","1.5590","1.5514","1.5660","1.5502","0.50%"
"Nov 16, 2017","1.5513","1.5534","1.5563","1.5480","-0.15%"
"Nov 15, 2017","1.5537","1.5457","1.5610","1.5450","0.50%"
"Nov 14, 2017","1.5459","1.5310","1.5480","1.5278","0.99%"
"Nov 13, 2017","1.5307","1.5234","1.5311","1.5195","0.54%"
"Nov 10, 2017","1.5225","1.5158","1.5239","1.5133","0.44%"
"Nov 09, 2017","1.5158","1.5097","1.5204","1.5077","0.36%"
"Nov 08, 2017","1.5103","1.5157","1.5174","1.5087","-0.34%"
"Nov 07, 2017","1.5155","1.5095","1.5179","1.5081","0.40%"
"Nov 06, 2017","1.5094","1.5167","1.5205","1.5091","-0.52%"
"Nov 03, 2017","1.5173","1.5114","1.5238","1.5103","0.40%"
"Nov 02, 2017","1.5113","1.5137","1.5158","1.5088","-0.15%"
"Nov 01, 2017","1.5136","1.5210","1.5229","1.5114","-0.49%"
"Oct 31, 2017","1.5210","1.5156","1.5239","1.5130","0.37%"
"Oct 30, 2017","1.5154","1.5113","1.5182","1.5105","0.22%"
"Oct 27, 2017","1.5120","1.5210","1.5260","1.5105","-0.58%"
"Oct 26, 2017","1.5208","1.5332","1.5393","1.5193","-0.82%"
"Oct 25, 2017","1.5333","1.5124","1.5355","1.5102","1.38%"
"Oct 24, 2017","1.5125","1.5050","1.5143","1.5032","0.50%"
"Oct 23, 2017","1.5050","1.5070","1.5082","1.5013","-0.15%"
"Oct 20, 2017","1.5072","1.5047","1.5090","1.5021","0.21%"
"Oct 19, 2017","1.5041","1.5023","1.5064","1.4983","0.11%"
"Oct 18, 2017","1.5024","1.4995","1.5048","1.4978","0.18%"
"Oct 17, 2017","1.4997","1.5029","1.5045","1.4965","-0.19%"
"Oct 16, 2017","1.5026","1.5010","1.5035","1.4948","0.26%"
"Oct 13, 2017","1.4987","1.5122","1.5133","1.4973","-0.92%"
"Oct 12, 2017","1.5126","1.5232","1.5240","1.5112","-0.67%"
"Oct 11, 2017","1.5228","1.5179","1.5245","1.5142","0.32%"
"Oct 10, 2017","1.5179","1.5143","1.5192","1.5108","0.24%"
"Oct 09, 2017","1.5143","1.5127","1.5152","1.5061","0.28%"
"Oct 06, 2017","1.5101","1.5021","1.5134","1.5017","0.52%"
"Oct 05, 2017","1.5023","1.4953","1.5052","1.4949","0.44%"
"Oct 04, 2017","1.4957","1.4990","1.5001","1.4948","-0.22%"
"Oct 03, 2017","1.4990","1.4990","1.5058","1.4969","0.00%"
"Oct 02, 2017","1.4990","1.5069","1.5073","1.4985","-0.60%"
"Sep 29, 2017","1.5080","1.5002","1.5091","1.4994","0.53%"
"Sep 28, 2017","1.5001","1.4962","1.5077","1.4949","0.25%"
"Sep 27, 2017","1.4964","1.4953","1.4994","1.4908","0.08%"
"Sep 26, 2017","1.4952","1.4926","1.4970","1.4894","0.15%"
"Sep 25, 2017","1.4929","1.5015","1.5071","1.4896","-0.51%"
"Sep 22, 2017","1.5005","1.5053","1.5112","1.4987","-0.30%"
"Sep 21, 2017","1.5050","1.4809","1.5070","1.4792","1.64%"
"Sep 20, 2017","1.4807","1.4966","1.4992","1.4805","-1.11%"
"Sep 19, 2017","1.4973","1.5017","1.5036","1.4936","-0.28%"
"Sep 18, 2017","1.5015","1.4930","1.5035","1.4870","0.60%"
"Sep 15, 2017","1.4925","1.4887","1.4970","1.4861","0.25%"
"Sep 14, 2017","1.4888","1.4884","1.4928","1.4808","0.02%"
"Sep 13, 2017","1.4885","1.4924","1.4950","1.4877","-0.29%"
"Sep 12, 2017","1.4928","1.4889","1.4946","1.4847","0.27%"
"Sep 11, 2017","1.4888","1.4864","1.4953","1.4851","-0.30%"
"Sep 08, 2017","1.4933","1.4942","1.4952","1.4864","-0.05%"
"Sep 07, 2017","1.4940","1.4897","1.5000","1.4871","0.30%"
"Sep 06, 2017","1.4896","1.4901","1.4984","1.4860","-0.03%"
"Sep 05, 2017","1.4900","1.4971","1.4984","1.4832","-0.49%"
"Sep 04, 2017","1.4974","1.4941","1.4997","1.4899","0.60%"
"Sep 01, 2017","1.4884","1.4987","1.5048","1.4868","-0.69%"
"Aug 31, 2017","1.4987","1.5034","1.5091","1.4970","-0.32%"
"Aug 30, 2017","1.5035","1.5068","1.5096","1.4976","-0.20%"
"Aug 29, 2017","1.5065","1.5041","1.5174","1.5025","0.14%"
"Aug 28, 2017","1.5044","1.5035","1.5110","1.4993","0.05%"
"Aug 25, 2017","1.5036","1.4913","1.5038","1.4877","0.70%"
"Aug 24, 2017","1.4931","1.4936","1.4994","1.4916","-0.05%"
"Aug 23, 2017","1.4938","1.4866","1.4973","1.4857","0.47%"
"Aug 22, 2017","1.4868","1.4882","1.4905","1.4831","-0.09%"
"Aug 21, 2017","1.4882","1.4858","1.4908","1.4808","0.34%"
"Aug 18, 2017","1.4831","1.4869","1.4890","1.4794","-0.24%"
"Aug 17, 2017","1.4867","1.4850","1.4878","1.4728","0.12%"
"Aug 16, 2017","1.4849","1.5000","1.5022","1.4823","-1.03%"
"Aug 15, 2017","1.5004","1.5008","1.5025","1.4957","-0.01%"
"Aug 14, 2017","1.5005","1.4972","1.5025","1.4929","0.23%"
"Aug 11, 2017","1.4970","1.4947","1.5012","1.4931","0.14%"
"Aug 10, 2017","1.4949","1.4904","1.4966","1.4843","0.28%"
"Aug 09, 2017","1.4907","1.4853","1.4945","1.4838","0.37%"
"Aug 08, 2017","1.4852","1.4904","1.4926","1.4820","-0.38%"
"Aug 07, 2017","1.4908","1.4862","1.4934","1.4834","0.38%"
"Aug 04, 2017","1.4851","1.4941","1.4976","1.4828","-0.54%"
"Aug 03, 2017","1.4932","1.4874","1.4962","1.4868","0.34%"
"Aug 02, 2017","1.4881","1.4816","1.4910","1.4806","0.48%"
"Aug 01, 2017","1.4810","1.4796","1.4840","1.4700","0.09%"
"Jul 31, 2017","1.4797","1.4698","1.4812","1.4673","0.56%"
"Jul 28, 2017","1.4714","1.4655","1.4753","1.4641","0.39%"
"Jul 27, 2017","1.4657","1.4655","1.4684","1.4567","0.01%"
"Jul 26, 2017","1.4656","1.4683","1.4769","1.4641","-0.18%"
"Jul 25, 2017","1.4683","1.4689","1.4733","1.4652","-0.06%"
"Jul 24, 2017","1.4692","1.4718","1.4771","1.4619","-0.29%"
"Jul 21, 2017","1.4734","1.4618","1.4786","1.4613","0.82%"
"Jul 20, 2017","1.4614","1.4473","1.4651","1.4422","0.92%"
"Jul 19, 2017","1.4481","1.4600","1.4611","1.4467","-0.79%"
"Jul 18, 2017","1.4596","1.4711","1.4781","1.4531","-0.81%"
"Jul 17, 2017","1.4715","1.4652","1.4734","1.4618","0.50%"
"Jul 14, 2017","1.4642","1.4743","1.4756","1.4621","-0.71%"
"Jul 13, 2017","1.4746","1.4871","1.4905","1.4708","-0.79%"
"Jul 12, 2017","1.4864","1.5018","1.5032","1.4850","-1.01%"
"Jul 11, 2017","1.5016","1.4981","1.5039","1.4923","0.20%"
"Jul 10, 2017","1.4986","1.4979","1.5033","1.4974","-0.03%"
"Jul 07, 2017","1.4990","1.5058","1.5077","1.4955","-0.45%"
"Jul 06, 2017","1.5058","1.4930","1.5070","1.4900","0.86%"
"Jul 05, 2017","1.4930","1.4921","1.4974","1.4874","0.06%"
"Jul 04, 2017","1.4921","1.4837","1.4964","1.4804","0.59%"
"Jul 03, 2017","1.4834","1.4860","1.4886","1.4820","-0.15%"
"Jun 30, 2017","1.4857","1.4896","1.4910","1.4826","-0.21%"
"Jun 29, 2017","1.4889","1.4890","1.4930","1.4849","-0.01%"
"Jun 28, 2017","1.4890","1.4953","1.5002","1.4862","-0.42%"
"Jun 27, 2017","1.4953","1.4736","1.4964","1.4676","1.43%"
"Jun 26, 2017","1.4742","1.4802","1.4821","1.4729","-0.32%"
"Jun 23, 2017","1.4789","1.4792","1.4814","1.4734","0.01%"
"Jun 22, 2017","1.4787","1.4779","1.4819","1.4736","0.01%"
"Jun 21, 2017","1.4786","1.4692","1.4795","1.4670","0.67%"
"Jun 20, 2017","1.4688","1.4668","1.4710","1.4621","0.11%"
