"Date","Price","Open","High","Low","Change %"
"Apr 30, 2020","1.6823","1.6584","1.6838","1.6535","1.45%"
"Apr 29, 2020","1.6582","1.6668","1.6688","1.6575","-0.49%"
"Apr 28, 2020","1.6664","1.6752","1.6830","1.6638","-0.49%"
"Apr 27, 2020","1.6746","1.6942","1.6971","1.6743","-1.12%"
"Apr 24, 2020","1.6935","1.6917","1.6986","1.6868","0.12%"
"Apr 23, 2020","1.6914","1.7115","1.7200","1.6882","-1.15%"
"Apr 22, 2020","1.7110","1.7285","1.7303","1.7095","-0.99%"
"Apr 21, 2020","1.7281","1.7145","1.7325","1.7112","0.83%"
"Apr 20, 2020","1.7138","1.7115","1.7155","1.7011","0.33%"
"Apr 17, 2020","1.7081","1.7129","1.7170","1.7016","-0.21%"
"Apr 16, 2020","1.7117","1.7266","1.7355","1.7123","-0.82%"
"Apr 15, 2020","1.7258","1.7046","1.7319","1.7038","1.29%"
"Apr 14, 2020","1.7038","1.7101","1.7167","1.7000","-0.30%"
"Apr 13, 2020","1.7090","1.7241","1.7289","1.7031","-0.75%"
"Apr 10, 2020","1.7219","1.7241","1.7311","1.7173","-0.06%"
"Apr 09, 2020","1.7230","1.7433","1.7510","1.7207","-1.09%"
"Apr 08, 2020","1.7420","1.7656","1.7764","1.7404","-1.28%"
"Apr 07, 2020","1.7645","1.7731","1.7764","1.7543","-0.45%"
"Apr 06, 2020","1.7725","1.7979","1.8053","1.7678","-1.65%"
"Apr 03, 2020","1.8022","1.7917","1.8063","1.7843","0.62%"
"Apr 02, 2020","1.7911","1.8060","1.8089","1.7875","-0.79%"
"Apr 01, 2020","1.8053","1.7977","1.8130","1.7707","0.46%"
"Mar 31, 2020","1.7971","1.7903","1.8088","1.7731","0.40%"
"Mar 30, 2020","1.7900","1.8101","1.8175","1.7850","-0.91%"
"Mar 27, 2020","1.8064","1.8183","1.8293","1.7940","-0.64%"
"Mar 26, 2020","1.8180","1.8260","1.8578","1.8118","-0.41%"
"Mar 25, 2020","1.8255","1.8109","1.8289","1.7831","0.85%"
"Mar 24, 2020","1.8102","1.8404","1.8470","1.8088","-1.58%"
"Mar 23, 2020","1.8393","1.8440","1.8751","1.8363","-0.24%"
"Mar 20, 2020","1.8438","1.8621","1.8831","1.8007","-0.95%"
"Mar 19, 2020","1.8614","1.8910","1.9809","1.8023","-1.53%"
"Mar 18, 2020","1.8904","1.8332","1.8959","1.8253","3.18%"
"Mar 17, 2020","1.8321","1.8278","1.8432","1.8148","0.26%"
"Mar 16, 2020","1.8273","1.8096","1.8340","1.7722","1.79%"
"Mar 13, 2020","1.7952","1.7936","1.8115","1.7636","0.14%"
"Mar 12, 2020","1.7927","1.7377","1.7988","1.7335","3.20%"
"Mar 11, 2020","1.7371","1.7339","1.7485","1.7281","0.21%"
"Mar 10, 2020","1.7334","1.7377","1.7539","1.7229","-0.24%"
"Mar 09, 2020","1.7376","1.6990","1.8185","1.6977","2.44%"
"Mar 06, 2020","1.6962","1.6992","1.7113","1.6925","-0.14%"
"Mar 05, 2020","1.6986","1.6804","1.7023","1.6774","1.12%"
"Mar 04, 2020","1.6798","1.6971","1.7003","1.6770","-1.00%"
"Mar 03, 2020","1.6967","1.7024","1.7106","1.6827","-0.31%"
"Mar 02, 2020","1.7019","1.6961","1.7130","1.6874","0.51%"
"Feb 28, 2020","1.6933","1.6746","1.7072","1.6701","1.15%"
"Feb 27, 2020","1.6740","1.6632","1.6753","1.6611","0.71%"
"Feb 26, 2020","1.6622","1.6478","1.6636","1.6440","0.95%"
"Feb 25, 2020","1.6466","1.6435","1.6508","1.6386","0.24%"
"Feb 24, 2020","1.6427","1.6356","1.6451","1.6353","0.43%"
"Feb 21, 2020","1.6357","1.6301","1.6413","1.6285","0.39%"
"Feb 20, 2020","1.6294","1.6192","1.6336","1.6144","0.70%"
"Feb 19, 2020","1.6181","1.6139","1.6197","1.6108","0.30%"
"Feb 18, 2020","1.6132","1.6142","1.6233","1.6128","-0.01%"
"Feb 17, 2020","1.6134","1.6141","1.6149","1.6092","0.07%"
"Feb 14, 2020","1.6123","1.6135","1.6171","1.6093","-0.05%"
"Feb 13, 2020","1.6131","1.6138","1.6215","1.6082","0.00%"
"Feb 12, 2020","1.6131","1.6258","1.6271","1.6127","-0.75%"
"Feb 11, 2020","1.6253","1.6318","1.6332","1.6209","-0.38%"
"Feb 10, 2020","1.6315","1.6394","1.6442","1.6313","-0.51%"
"Feb 07, 2020","1.6399","1.6318","1.6452","1.6297","0.53%"
"Feb 06, 2020","1.6313","1.6305","1.6329","1.6253","0.09%"
"Feb 05, 2020","1.6299","1.6391","1.6425","1.6256","-0.52%"
"Feb 04, 2020","1.6384","1.6526","1.6565","1.6379","-0.84%"
"Feb 03, 2020","1.6522","1.6580","1.6604","1.6465","-0.31%"
"Jan 31, 2020","1.6574","1.6413","1.6600","1.6391","1.04%"
"Jan 30, 2020","1.6404","1.6301","1.6473","1.6296","0.65%"
"Jan 29, 2020","1.6298","1.6299","1.6338","1.6248","0.02%"
"Jan 28, 2020","1.6295","1.6298","1.6359","1.6278","-0.01%"
"Jan 27, 2020","1.6296","1.6173","1.6318","1.6154","0.97%"
"Jan 24, 2020","1.6139","1.6145","1.6183","1.6102","0.00%"
"Jan 23, 2020","1.6139","1.6207","1.6228","1.6105","-0.38%"
"Jan 22, 2020","1.6201","1.6193","1.6235","1.6166","0.08%"
"Jan 21, 2020","1.6188","1.6143","1.6216","1.6120","0.30%"
"Jan 20, 2020","1.6139","1.6132","1.6168","1.6104","0.06%"
"Jan 17, 2020","1.6130","1.6142","1.6180","1.6098","-0.05%"
"Jan 16, 2020","1.6138","1.6154","1.6170","1.6098","-0.07%"
"Jan 15, 2020","1.6149","1.6128","1.6203","1.6113","0.17%"
"Jan 14, 2020","1.6121","1.6129","1.6174","1.6083","-0.02%"
"Jan 13, 2020","1.6125","1.6122","1.6159","1.6078","0.13%"
"Jan 10, 2020","1.6104","1.6194","1.6217","1.6087","-0.53%"
"Jan 09, 2020","1.6190","1.6174","1.6222","1.6154","0.14%"
"Jan 08, 2020","1.6168","1.6238","1.6299","1.6158","-0.36%"
"Jan 07, 2020","1.6226","1.6131","1.6276","1.6123","0.58%"
"Jan 06, 2020","1.6132","1.6068","1.6157","1.6044","0.42%"
"Jan 03, 2020","1.6064","1.5975","1.6073","1.5961","0.56%"
"Jan 02, 2020","1.5974","1.5977","1.6028","1.5971","0.01%"
"Jan 01, 2020","1.5973","1.5967","1.6006","1.5949","0.06%"
"Dec 31, 2019","1.5964","1.6010","1.6025","1.5960","-0.27%"
"Dec 30, 2019","1.6007","1.6021","1.6042","1.5977","-0.03%"
"Dec 27, 2019","1.6012","1.5979","1.6041","1.5970","0.23%"
"Dec 26, 2019","1.5975","1.6027","1.6037","1.5969","-0.29%"
"Dec 25, 2019","1.6022","1.6021","1.6057","1.5991","0.04%"
"Dec 24, 2019","1.6015","1.6019","1.6045","1.5993","0.04%"
"Dec 23, 2019","1.6009","1.6068","1.6084","1.5984","-0.29%"
"Dec 20, 2019","1.6055","1.6150","1.6164","1.6029","-0.54%"
"Dec 19, 2019","1.6142","1.6216","1.6236","1.6143","-0.43%"
"Dec 18, 2019","1.6211","1.6272","1.6292","1.6196","-0.34%"
"Dec 17, 2019","1.6266","1.6186","1.6319","1.6183","0.53%"
"Dec 16, 2019","1.6181","1.6149","1.6227","1.6136","0.08%"
"Dec 13, 2019","1.6168","1.6108","1.6238","1.6095","0.40%"
"Dec 12, 2019","1.6104","1.6185","1.6215","1.6092","-0.45%"
"Dec 11, 2019","1.6177","1.6289","1.6302","1.6150","-0.68%"
"Dec 10, 2019","1.6288","1.6215","1.6297","1.6188","0.46%"
"Dec 09, 2019","1.6213","1.6178","1.6241","1.6160","0.30%"
"Dec 06, 2019","1.6165","1.6247","1.6263","1.6147","-0.50%"
"Dec 05, 2019","1.6246","1.6173","1.6272","1.6164","0.49%"
"Dec 04, 2019","1.6167","1.6186","1.6266","1.6155","-0.09%"
"Dec 03, 2019","1.6181","1.6249","1.6259","1.6145","-0.39%"
"Dec 02, 2019","1.6244","1.6289","1.6304","1.6211","-0.22%"
"Nov 29, 2019","1.6280","1.6262","1.6321","1.6220","0.15%"
"Nov 28, 2019","1.6256","1.6229","1.6293","1.6227","0.20%"
"Nov 27, 2019","1.6224","1.6235","1.6265","1.6207","-0.03%"
"Nov 26, 2019","1.6229","1.6246","1.6275","1.6212","-0.06%"
"Nov 25, 2019","1.6239","1.6229","1.6271","1.6202","-0.01%"
"Nov 22, 2019","1.6240","1.6297","1.6322","1.6228","-0.30%"
"Nov 21, 2019","1.6289","1.6278","1.6327","1.6268","0.10%"
"Nov 20, 2019","1.6273","1.6226","1.6309","1.6212","0.33%"
"Nov 19, 2019","1.6220","1.6257","1.6313","1.6207","-0.17%"
"Nov 18, 2019","1.6248","1.6202","1.6276","1.6193","0.30%"
"Nov 15, 2019","1.6200","1.6242","1.6269","1.6194","-0.22%"
"Nov 14, 2019","1.6236","1.6097","1.6265","1.6089","0.89%"
"Nov 13, 2019","1.6093","1.6092","1.6149","1.6052","0.06%"
"Nov 12, 2019","1.6083","1.6106","1.6141","1.6078","-0.11%"
"Nov 11, 2019","1.6100","1.6070","1.6122","1.6042","0.29%"
"Nov 08, 2019","1.6054","1.6020","1.6099","1.5996","0.25%"
"Nov 07, 2019","1.6014","1.6079","1.6121","1.5972","-0.37%"
"Nov 06, 2019","1.6074","1.6064","1.6114","1.6042","0.07%"
"Nov 05, 2019","1.6063","1.6165","1.6184","1.6039","-0.60%"
"Nov 04, 2019","1.6160","1.6157","1.6184","1.6119","0.09%"
"Nov 01, 2019","1.6146","1.6177","1.6201","1.6127","-0.15%"
"Oct 31, 2019","1.6171","1.6154","1.6213","1.6108","0.15%"
"Oct 30, 2019","1.6147","1.6190","1.6222","1.6148","-0.23%"
"Oct 29, 2019","1.6184","1.6231","1.6240","1.6164","-0.27%"
"Oct 28, 2019","1.6228","1.6243","1.6277","1.6211","-0.04%"
"Oct 25, 2019","1.6234","1.6284","1.6308","1.6208","-0.26%"
"Oct 24, 2019","1.6277","1.6240","1.6313","1.6236","0.26%"
"Oct 23, 2019","1.6235","1.6226","1.6276","1.6213","0.09%"
"Oct 22, 2019","1.6220","1.6234","1.6255","1.6201","-0.03%"
"Oct 21, 2019","1.6225","1.6253","1.6314","1.6216","-0.39%"
"Oct 18, 2019","1.6288","1.6303","1.6313","1.6257","-0.05%"
"Oct 17, 2019","1.6296","1.6382","1.6405","1.6257","-0.47%"
"Oct 16, 2019","1.6373","1.6337","1.6437","1.6322","0.24%"
"Oct 15, 2019","1.6333","1.6279","1.6349","1.6243","0.36%"
"Oct 14, 2019","1.6275","1.6279","1.6355","1.6218","0.11%"
"Oct 11, 2019","1.6257","1.6278","1.6304","1.6199","-0.10%"
"Oct 10, 2019","1.6273","1.6313","1.6374","1.6262","-0.19%"
"Oct 09, 2019","1.6304","1.6283","1.6329","1.6255","0.17%"
"Oct 08, 2019","1.6276","1.6296","1.6318","1.6248","-0.10%"
"Oct 07, 2019","1.6293","1.6215","1.6322","1.6208","0.49%"
"Oct 04, 2019","1.6213","1.6263","1.6286","1.6203","-0.29%"
"Oct 03, 2019","1.6260","1.6343","1.6355","1.6258","-0.47%"
"Oct 02, 2019","1.6336","1.6307","1.6372","1.6275","0.23%"
"Oct 01, 2019","1.6299","1.6149","1.6345","1.6076","0.97%"
"Sep 30, 2019","1.6143","1.6169","1.6220","1.6118","-0.14%"
"Sep 27, 2019","1.6166","1.6185","1.6224","1.6128","-0.08%"
"Sep 26, 2019","1.6179","1.6208","1.6243","1.6141","-0.15%"
"Sep 25, 2019","1.6204","1.6201","1.6289","1.6166","0.05%"
"Sep 24, 2019","1.6196","1.6231","1.6245","1.6151","-0.18%"
"Sep 23, 2019","1.6225","1.6274","1.6291","1.6197","-0.29%"
"Sep 20, 2019","1.6273","1.6256","1.6302","1.6221","0.14%"
"Sep 19, 2019","1.6250","1.6154","1.6306","1.6143","0.62%"
"Sep 18, 2019","1.6150","1.6126","1.6186","1.6114","0.20%"
"Sep 17, 2019","1.6117","1.6022","1.6143","1.6015","0.61%"
"Sep 16, 2019","1.6019","1.6098","1.6166","1.6014","-0.48%"
"Sep 13, 2019","1.6097","1.6113","1.6172","1.6066","-0.05%"
"Sep 12, 2019","1.6105","1.6047","1.6133","1.5901","0.40%"
"Sep 11, 2019","1.6041","1.6096","1.6134","1.6008","-0.31%"
"Sep 10, 2019","1.6091","1.6100","1.6124","1.6071","-0.02%"
"Sep 09, 2019","1.6095","1.6126","1.6137","1.6046","-0.05%"
"Sep 06, 2019","1.6103","1.6193","1.6209","1.6089","-0.51%"
"Sep 05, 2019","1.6186","1.6235","1.6247","1.6156","-0.28%"
"Sep 04, 2019","1.6231","1.6238","1.6250","1.6176","-0.01%"
"Sep 03, 2019","1.6233","1.6327","1.6357","1.6216","-0.55%"
"Sep 02, 2019","1.6323","1.6348","1.6381","1.6293","0.09%"
"Aug 30, 2019","1.6309","1.6430","1.6478","1.6305","-0.73%"
"Aug 29, 2019","1.6429","1.6449","1.6507","1.6393","-0.11%"
"Aug 28, 2019","1.6447","1.6425","1.6470","1.6394","0.15%"
"Aug 27, 2019","1.6422","1.6388","1.6475","1.6371","0.25%"
"Aug 26, 2019","1.6381","1.6555","1.6683","1.6360","-0.65%"
"Aug 23, 2019","1.6488","1.6397","1.6528","1.6354","0.59%"
"Aug 22, 2019","1.6392","1.6348","1.6424","1.6336","0.31%"
"Aug 21, 2019","1.6342","1.6377","1.6389","1.6319","-0.17%"
"Aug 20, 2019","1.6370","1.6378","1.6411","1.6306","0.01%"
"Aug 19, 2019","1.6368","1.6352","1.6414","1.6308","0.10%"
"Aug 16, 2019","1.6351","1.6392","1.6414","1.6305","-0.21%"
"Aug 15, 2019","1.6386","1.6508","1.6519","1.6352","-0.71%"
"Aug 14, 2019","1.6503","1.6424","1.6598","1.6413","0.51%"
"Aug 13, 2019","1.6420","1.6604","1.6626","1.6389","-1.08%"
"Aug 12, 2019","1.6599","1.6502","1.6629","1.6474","0.62%"
"Aug 09, 2019","1.6497","1.6439","1.6526","1.6403","0.39%"
"Aug 08, 2019","1.6433","1.6576","1.6610","1.6424","-0.83%"
"Aug 07, 2019","1.6571","1.6567","1.6791","1.6528","0.07%"
"Aug 06, 2019","1.6560","1.6580","1.6631","1.6454","-0.10%"
"Aug 05, 2019","1.6576","1.6338","1.6585","1.6326","1.50%"
"Aug 02, 2019","1.6331","1.6301","1.6393","1.6252","0.21%"
"Aug 01, 2019","1.6296","1.6181","1.6317","1.6102","0.73%"
"Jul 31, 2019","1.6178","1.6233","1.6251","1.6143","-0.30%"
"Jul 30, 2019","1.6227","1.6146","1.6238","1.6124","0.51%"
"Jul 29, 2019","1.6144","1.6087","1.6162","1.6072","0.30%"
"Jul 26, 2019","1.6095","1.6032","1.6118","1.6025","0.43%"
"Jul 25, 2019","1.6026","1.5968","1.6094","1.5918","0.39%"
"Jul 24, 2019","1.5963","1.5922","1.5982","1.5911","0.31%"
"Jul 23, 2019","1.5913","1.5933","1.5951","1.5891","-0.08%"
"Jul 22, 2019","1.5925","1.5925","1.5958","1.5891","-0.02%"
"Jul 19, 2019","1.5928","1.5938","1.5953","1.5892","-0.04%"
"Jul 18, 2019","1.5934","1.6013","1.6038","1.5920","-0.46%"
"Jul 17, 2019","1.6008","1.5987","1.6040","1.5967","0.16%"
"Jul 16, 2019","1.5983","1.5992","1.6014","1.5941","-0.03%"
"Jul 15, 2019","1.5988","1.6057","1.6087","1.5987","-0.42%"
"Jul 12, 2019","1.6055","1.6135","1.6149","1.6042","-0.47%"
"Jul 11, 2019","1.6131","1.6170","1.6196","1.6114","-0.17%"
"Jul 10, 2019","1.6158","1.6177","1.6235","1.6149","-0.07%"
"Jul 09, 2019","1.6170","1.6085","1.6194","1.6075","0.58%"
"Jul 08, 2019","1.6077","1.6084","1.6106","1.6046","-0.01%"
"Jul 05, 2019","1.6079","1.6072","1.6116","1.6033","0.09%"
"Jul 04, 2019","1.6065","1.6043","1.6087","1.6021","0.15%"
"Jul 03, 2019","1.6041","1.6134","1.6170","1.6022","-0.55%"
"Jul 02, 2019","1.6130","1.6200","1.6214","1.6131","-0.42%"
"Jul 01, 2019","1.6198","1.6171","1.6264","1.6138","0.04%"
"Jun 28, 2019","1.6191","1.6220","1.6260","1.6183","-0.17%"
"Jun 27, 2019","1.6218","1.6277","1.6289","1.6217","-0.32%"
"Jun 26, 2019","1.6270","1.6332","1.6345","1.6237","-0.34%"
"Jun 25, 2019","1.6325","1.6372","1.6405","1.6310","-0.27%"
"Jun 24, 2019","1.6369","1.6403","1.6420","1.6343","-0.27%"
"Jun 21, 2019","1.6413","1.6313","1.6423","1.6283","0.65%"
"Jun 20, 2019","1.6307","1.6312","1.6366","1.6293","0.00%"
"Jun 19, 2019","1.6307","1.6274","1.6350","1.6262","0.22%"
"Jun 18, 2019","1.6271","1.6370","1.6454","1.6272","-0.58%"
"Jun 17, 2019","1.6366","1.6320","1.6393","1.6295","0.39%"
"Jun 14, 2019","1.6303","1.6318","1.6368","1.6298","-0.01%"
"Jun 13, 2019","1.6305","1.6289","1.6366","1.6273","0.11%"
"Jun 12, 2019","1.6287","1.6267","1.6331","1.6263","0.13%"
"Jun 11, 2019","1.6266","1.6246","1.6293","1.6237","0.17%"
"Jun 10, 2019","1.6239","1.6175","1.6271","1.6108","0.32%"
"Jun 07, 2019","1.6187","1.6159","1.6201","1.6140","0.20%"
"Jun 06, 2019","1.6154","1.6099","1.6183","1.6082","0.37%"
"Jun 05, 2019","1.6094","1.6093","1.6157","1.6078","0.02%"
"Jun 04, 2019","1.6091","1.6112","1.6164","1.6074","-0.11%"
"Jun 03, 2019","1.6108","1.6107","1.6141","1.6064","0.02%"
"May 31, 2019","1.6104","1.6109","1.6150","1.6066","0.02%"
"May 30, 2019","1.6100","1.6092","1.6130","1.6047","0.08%"
"May 29, 2019","1.6087","1.6118","1.6144","1.6082","-0.15%"
"May 28, 2019","1.6111","1.6184","1.6199","1.6111","-0.40%"
"May 27, 2019","1.6175","1.6177","1.6207","1.6125","-0.01%"
"May 24, 2019","1.6176","1.6205","1.6252","1.6159","-0.14%"
"May 23, 2019","1.6198","1.6204","1.6244","1.6171","-0.01%"
"May 22, 2019","1.6200","1.6214","1.6243","1.6191","-0.06%"
"May 21, 2019","1.6209","1.6170","1.6257","1.6119","0.30%"
"May 20, 2019","1.6160","1.6108","1.6207","1.6073","-0.54%"
"May 17, 2019","1.6248","1.6211","1.6268","1.6202","0.27%"
"May 16, 2019","1.6205","1.6169","1.6255","1.6158","0.25%"
"May 15, 2019","1.6164","1.6149","1.6209","1.6127","0.15%"
"May 14, 2019","1.6139","1.6164","1.6201","1.6122","-0.13%"
"May 13, 2019","1.6160","1.6059","1.6194","1.6040","0.73%"
"May 10, 2019","1.6043","1.6048","1.6090","1.6000","0.00%"
"May 09, 2019","1.6043","1.6013","1.6127","1.5991","0.19%"
"May 08, 2019","1.6012","1.5956","1.6027","1.5942","0.40%"
"May 07, 2019","1.5949","1.6021","1.6056","1.5900","-0.42%"
"May 06, 2019","1.6016","1.6043","1.6092","1.5980","0.46%"
"May 03, 2019","1.5943","1.5963","1.5999","1.5915","-0.13%"
"May 02, 2019","1.5963","1.5968","1.5998","1.5936","0.08%"
"May 01, 2019","1.5950","1.5912","1.5994","1.5891","0.28%"
"Apr 30, 2019","1.5906","1.5850","1.5953","1.5825","0.41%"
"Apr 29, 2019","1.5841","1.5848","1.5869","1.5803","0.05%"
"Apr 26, 2019","1.5833","1.5869","1.5888","1.5803","-0.16%"
"Apr 25, 2019","1.5859","1.5908","1.5934","1.5861","-0.23%"
"Apr 24, 2019","1.5895","1.5809","1.5958","1.5798","0.57%"
"Apr 23, 2019","1.5805","1.5782","1.5834","1.5766","0.16%"
"Apr 22, 2019","1.5779","1.5740","1.5794","1.5707","0.36%"
"Apr 19, 2019","1.5722","1.5718","1.5748","1.5699","0.13%"
"Apr 18, 2019","1.5701","1.5735","1.5770","1.5694","-0.18%"
"Apr 17, 2019","1.5730","1.5721","1.5776","1.5682","0.07%"
"Apr 16, 2019","1.5719","1.5764","1.5840","1.5717","-0.25%"
"Apr 15, 2019","1.5759","1.5755","1.5796","1.5731","0.05%"
"Apr 12, 2019","1.5751","1.5797","1.5857","1.5733","-0.24%"
"Apr 11, 2019","1.5789","1.5717","1.5825","1.5714","0.50%"
"Apr 10, 2019","1.5711","1.5808","1.5841","1.5711","-0.58%"
"Apr 09, 2019","1.5802","1.5800","1.5830","1.5755","0.04%"
"Apr 08, 2019","1.5795","1.5798","1.5845","1.5775","0.09%"
"Apr 05, 2019","1.5781","1.5781","1.5820","1.5746","0.04%"
"Apr 04, 2019","1.5774","1.5796","1.5817","1.5748","-0.13%"
"Apr 03, 2019","1.5794","1.5845","1.5886","1.5759","-0.30%"
"Apr 02, 2019","1.5841","1.5771","1.5874","1.5713","0.49%"
"Apr 01, 2019","1.5763","1.5768","1.5812","1.5740","-0.24%"
"Mar 29, 2019","1.5801","1.5874","1.5883","1.5790","-0.40%"
"Mar 28, 2019","1.5864","1.5875","1.5907","1.5830","-0.01%"
"Mar 27, 2019","1.5865","1.5791","1.5924","1.5781","0.49%"
"Mar 26, 2019","1.5787","1.5906","1.5934","1.5776","-0.71%"
"Mar 25, 2019","1.5900","1.5977","1.5992","1.5898","-0.43%"
"Mar 22, 2019","1.5968","1.5993","1.6030","1.5884","-0.11%"
"Mar 21, 2019","1.5985","1.6041","1.6066","1.5943","-0.32%"
"Mar 20, 2019","1.6036","1.6020","1.6082","1.5964","0.17%"
"Mar 19, 2019","1.6009","1.5959","1.6027","1.5943","0.37%"
"Mar 18, 2019","1.5950","1.5991","1.6004","1.5927","-0.12%"
"Mar 15, 2019","1.5969","1.6002","1.6017","1.5957","-0.18%"
"Mar 14, 2019","1.5997","1.5967","1.6063","1.5958","0.22%"
"Mar 13, 2019","1.5962","1.5941","1.6018","1.5933","0.16%"
"Mar 12, 2019","1.5936","1.5912","1.5961","1.5891","0.19%"
"Mar 11, 2019","1.5906","1.5956","1.5999","1.5893","-0.28%"
"Mar 08, 2019","1.5950","1.5958","1.6012","1.5931","-0.04%"
"Mar 07, 2019","1.5957","1.6082","1.6116","1.5934","-0.75%"
"Mar 06, 2019","1.6078","1.5959","1.6126","1.5936","0.73%"
"Mar 05, 2019","1.5962","1.5991","1.6044","1.5945","-0.16%"
"Mar 04, 2019","1.5988","1.6060","1.6079","1.5965","-0.47%"
"Mar 01, 2019","1.6063","1.6034","1.6082","1.5981","0.23%"
"Feb 28, 2019","1.6026","1.5926","1.6053","1.5870","0.64%"
"Feb 27, 2019","1.5924","1.5841","1.5963","1.5812","0.44%"
"Feb 26, 2019","1.5855","1.5858","1.5909","1.5822","0.04%"
"Feb 25, 2019","1.5848","1.5896","1.5923","1.5807","-0.42%"
"Feb 22, 2019","1.5915","1.5975","1.6002","1.5865","-0.44%"
"Feb 21, 2019","1.5986","1.5825","1.6025","1.5737","1.02%"
"Feb 20, 2019","1.5825","1.5825","1.5874","1.5811","-0.01%"
"Feb 19, 2019","1.5827","1.5864","1.5921","1.5811","-0.21%"
"Feb 18, 2019","1.5861","1.5793","1.5878","1.5787","0.37%"
"Feb 15, 2019","1.5803","1.5896","1.5945","1.5799","-0.59%"
"Feb 14, 2019","1.5897","1.5890","1.5951","1.5820","0.08%"
"Feb 13, 2019","1.5884","1.5970","1.5989","1.5857","-0.49%"
"Feb 12, 2019","1.5963","1.5971","1.5987","1.5900","-0.03%"
"Feb 11, 2019","1.5968","1.5972","1.6006","1.5925","-0.11%"
"Feb 08, 2019","1.5985","1.5965","1.6063","1.5952","0.04%"
"Feb 07, 2019","1.5978","1.5997","1.6024","1.5924","-0.10%"
"Feb 06, 2019","1.5994","1.5765","1.6000","1.5739","1.38%"
"Feb 05, 2019","1.5776","1.5829","1.5902","1.5725","-0.35%"
"Feb 04, 2019","1.5831","1.5808","1.5868","1.5790","0.18%"
"Feb 01, 2019","1.5803","1.5731","1.5822","1.5722","0.44%"
"Jan 31, 2019","1.5733","1.5837","1.5859","1.5714","-0.67%"
"Jan 30, 2019","1.5839","1.5974","1.6005","1.5800","-0.86%"
"Jan 29, 2019","1.5977","1.5954","1.6014","1.5937","0.19%"
"Jan 28, 2019","1.5946","1.5866","1.5974","1.5845","0.38%"
"Jan 25, 2019","1.5885","1.5935","1.5986","1.5876","-0.32%"
"Jan 24, 2019","1.5936","1.5934","1.6038","1.5882","0.00%"
"Jan 23, 2019","1.5936","1.5945","1.5978","1.5888","-0.07%"
"Jan 22, 2019","1.5947","1.5871","1.5972","1.5867","0.43%"
"Jan 21, 2019","1.5878","1.5862","1.5921","1.5817","0.16%"
"Jan 18, 2019","1.5852","1.5840","1.5886","1.5770","0.08%"
"Jan 17, 2019","1.5840","1.5903","1.5931","1.5782","-0.40%"
"Jan 16, 2019","1.5903","1.5855","1.5920","1.5804","0.35%"
"Jan 15, 2019","1.5848","1.5941","1.5961","1.5824","-0.63%"
"Jan 14, 2019","1.5949","1.5915","1.5995","1.5851","0.31%"
"Jan 11, 2019","1.5900","1.6004","1.6027","1.5880","-0.65%"
"Jan 10, 2019","1.6004","1.6096","1.6157","1.5990","-0.57%"
"Jan 09, 2019","1.6096","1.6019","1.6107","1.5962","0.47%"
"Jan 08, 2019","1.6021","1.6058","1.6083","1.6004","-0.21%"
"Jan 07, 2019","1.6054","1.5996","1.6091","1.5989","0.20%"
"Jan 04, 2019","1.6022","1.6263","1.6310","1.5997","-1.49%"
"Jan 03, 2019","1.6265","1.6240","1.6720","1.6227","0.15%"
"Jan 02, 2019","1.6240","1.6254","1.6352","1.6184","-0.09%"
"Jan 01, 2019","1.6254","1.6257","1.6342","1.6163","-0.08%"
"Dec 31, 2018","1.6267","1.6215","1.6277","1.6161","0.13%"
"Dec 28, 2018","1.6246","1.6246","1.6280","1.6198","-0.01%"
"Dec 27, 2018","1.6247","1.6063","1.6323","1.6047","1.15%"
"Dec 26, 2018","1.6063","1.6146","1.6238","1.6051","-0.51%"
"Dec 25, 2018","1.6145","1.6132","1.6226","1.6104","0.02%"
"Dec 24, 2018","1.6142","1.6169","1.6216","1.6108","-0.18%"
"Dec 21, 2018","1.6171","1.6095","1.6177","1.6020","0.44%"
"Dec 20, 2018","1.6100","1.6000","1.6146","1.5969","0.59%"
"Dec 19, 2018","1.6006","1.5824","1.6043","1.5804","1.19%"
"Dec 18, 2018","1.5818","1.5804","1.5860","1.5763","0.10%"
"Dec 17, 2018","1.5802","1.5739","1.5826","1.5728","0.27%"
"Dec 14, 2018","1.5759","1.5720","1.5825","1.5703","0.23%"
"Dec 13, 2018","1.5723","1.5740","1.5782","1.5670","-0.12%"
"Dec 12, 2018","1.5742","1.5705","1.5771","1.5670","0.24%"
"Dec 11, 2018","1.5705","1.5787","1.5822","1.5694","-0.56%"
"Dec 10, 2018","1.5794","1.5825","1.5903","1.5789","-0.06%"
"Dec 07, 2018","1.5803","1.5715","1.5849","1.5709","0.53%"
"Dec 06, 2018","1.5720","1.5601","1.5790","1.5592","0.72%"
"Dec 05, 2018","1.5607","1.5454","1.5628","1.5418","0.96%"
"Dec 04, 2018","1.5459","1.5428","1.5468","1.5400","0.17%"
"Dec 03, 2018","1.5432","1.5363","1.5450","1.5339","-0.22%"
"Nov 30, 2018","1.5466","1.5572","1.5589","1.5466","-0.64%"
"Nov 29, 2018","1.5566","1.5558","1.5594","1.5501","0.04%"
"Nov 28, 2018","1.5559","1.5623","1.5644","1.5516","-0.44%"
"Nov 27, 2018","1.5627","1.5686","1.5707","1.5590","-0.39%"
"Nov 26, 2018","1.5688","1.5682","1.5709","1.5629","0.10%"
