Date,Price,Open,High,Low,Vol.,Change %
"Apr 22, 2020",330.14,325.48,330.22,325.48,221.47M,1.80%
"Apr 21, 2020",324.31,333.88,333.88,324.31,239.34M,-3.39%
"Apr 20, 2020",335.7,334.19,335.7,329.55,215.33M,0.67%
"Apr 17, 2020",333.47,328.57,335.88,328.57,310.81M,2.63%
"Apr 16, 2020",324.92,324.47,327.24,323.1,280.86M,0.58%
"Apr 15, 2020",323.06,333.51,333.7,322.37,322.32M,-3.24%
"Apr 14, 2020",333.89,333.93,336.35,333.42,277.93M,0.63%
"Apr 09, 2020",331.8,328.42,332.89,326.34,309.22M,1.57%
"Apr 08, 2020",326.67,325.62,326.67,321.57,266.34M,0.02%
"Apr 07, 2020",326.61,323.24,331.74,323.24,376.25M,1.88%
"Apr 06, 2020",320.58,312.42,321.06,312.42,301.51M,3.73%
"Apr 03, 2020",309.06,311.98,312.01,308.41,299.16M,-0.97%
"Apr 02, 2020",312.08,311.45,314.01,306.58,346.14M,0.42%
"Apr 01, 2020",310.77,316.35,316.35,308.03,349.68M,-2.90%
"Mar 31, 2020",320.06,316.38,321.49,313.97,386.42M,1.65%
"Mar 30, 2020",314.88,311.4,314.88,303.38,294.02M,1.28%
"Mar 27, 2020",310.9,319.17,319.17,306.7,342.22M,-3.26%
"Mar 26, 2020",321.38,310.02,321.38,306.04,373.67M,2.55%
"Mar 25, 2020",313.38,307.86,318.52,301.85,452.20M,3.09%
"Mar 24, 2020",304,284.01,304,284.01,420.30M,8.40%
"Mar 23, 2020",280.43,288.31,292.04,278.41,-,-4.30%
"Mar 20, 2020",293.04,291.01,301.97,291.01,672.27M,1.82%
"Mar 19, 2020",287.8,277.51,288.22,275.72,508.81M,2.91%
"Mar 18, 2020",279.66,288.68,288.68,275.92,478.15M,-3.92%
"Mar 17, 2020",291.07,287.16,295.19,275.29,520.61M,2.26%
"Mar 16, 2020",284.63,294.31,294.31,268.57,614.57M,-4.86%
"Mar 13, 2020",299.16,297.92,320.76,295.23,596.03M,1.43%
"Mar 12, 2020",294.93,327.98,327.98,294.32,694.16M,-11.48%
"Mar 11, 2020",333.17,337.2,343.38,332.26,427.77M,-0.74%
"Mar 10, 2020",335.64,341.74,353.4,334.28,513.55M,-1.14%
"Mar 09, 2020",339.5,362.38,362.38,336.54,606.63M,-7.44%
"Mar 06, 2020",366.8,378.34,378.34,364.03,395.36M,-3.67%
"Mar 05, 2020",380.76,387.97,389.1,378.04,341.90M,-1.43%
"Mar 04, 2020",386.3,381.42,388.82,379.43,328.47M,1.36%
"Mar 03, 2020",381.13,378.67,388.44,378.67,374.56M,1.37%
"Mar 02, 2020",375.97,378.73,384.2,369.06,439.82M,0.09%
"Feb 28, 2020",375.65,385.05,385.05,371.2,533.26M,-3.54%
"Feb 27, 2020",389.45,401.24,401.24,385.06,366.66M,-3.75%
"Feb 26, 2020",404.62,403.25,405.78,392.89,316.57M,0.00%
"Feb 25, 2020",404.6,412.91,414.75,403.96,283.35M,-1.76%
"Feb 24, 2020",411.86,424.3,424.3,409.99,336.17M,-3.79%
"Feb 21, 2020",428.07,429.39,430.87,426.13,241.01M,-0.49%
"Feb 20, 2020",430.19,433.36,433.54,430.19,210.64M,-0.86%
"Feb 19, 2020",433.9,431.44,433.9,431.44,182.53M,0.83%
"Feb 18, 2020",430.33,430.54,431.35,428.56,228.61M,-0.38%
"Feb 17, 2020",431.98,431.13,432.48,431.04,124.21M,0.34%
"Feb 14, 2020",430.52,431.21,432.26,430.13,167.72M,-0.13%
"Feb 13, 2020",431.08,430.6,431.08,426.34,227.96M,-0.02%
"Feb 12, 2020",431.16,429,431.16,428.85,195.62M,0.63%
"Feb 11, 2020",428.48,425.82,429.02,425.82,197.70M,0.90%
"Feb 10, 2020",424.64,423.69,424.67,422.24,160.07M,0.07%
"Feb 07, 2020",424.36,425.41,425.41,422.95,208.74M,-0.27%
"Feb 06, 2020",425.49,425.1,426.7,424.16,228.04M,0.44%
"Feb 05, 2020",423.62,417.99,424.27,417.56,244.72M,1.23%
"Feb 04, 2020",418.47,412.21,418.49,412.21,206.10M,1.64%
"Feb 03, 2020",411.72,410.96,413.16,410.19,182.18M,0.25%
"Jan 31, 2020",410.71,415.98,416.99,410.43,238.10M,-1.07%
"Jan 30, 2020",415.16,417.52,417.52,414.02,206.82M,-1.01%
"Jan 29, 2020",419.41,417.92,420.09,417.75,175.28M,0.44%
"Jan 28, 2020",417.56,414.37,417.89,413.16,176.70M,0.84%
"Jan 27, 2020",414.07,420.56,420.56,413.47,203.74M,-2.26%
"Jan 24, 2020",423.64,421.01,425.36,421.01,173.98M,0.86%
"Jan 23, 2020",420.03,422.53,422.54,419.37,182.92M,-0.71%
"Jan 22, 2020",423.04,423.51,424.94,422.57,178.13M,-0.08%
"Jan 21, 2020",423.38,422.98,423.38,419.79,165.56M,-0.14%
"Jan 20, 2020",423.98,424.02,424.48,423.07,107.86M,-0.14%
"Jan 17, 2020",424.56,421.34,424.9,421.34,174.19M,0.96%
"Jan 16, 2020",420.54,420,421.3,419.05,80.91M,0.22%
"Jan 15, 2020",419.63,419.57,420.01,418.19,196.39M,0.01%
"Jan 14, 2020",419.59,418.45,419.59,415.61,181.12M,0.29%
"Jan 13, 2020",418.39,418.73,420,417.26,166.73M,-0.18%
"Jan 10, 2020",419.14,420.2,420.85,419.14,165.85M,-0.12%
"Jan 09, 2020",419.64,419.26,421.43,419.16,193.93M,0.31%
"Jan 08, 2020",418.36,416.91,418.63,415.13,181.40M,0.17%
"Jan 07, 2020",417.67,417.25,419.73,416.35,153.74M,0.25%
"Jan 06, 2020",416.63,417.34,417.34,412.63,151.85M,-0.41%
"Jan 03, 2020",418.33,418.73,418.73,415.58,149.65M,-0.33%
"Jan 02, 2020",419.72,416.5,420.43,416.5,143.05M,0.93%
"Dec 31, 2019",415.84,416.02,416.22,415.01,85.88M,-0.08%
"Dec 30, 2019",416.17,419.46,419.46,416.17,94.20M,-0.85%
"Dec 27, 2019",419.74,419.16,420.72,418.92,102.95M,0.21%
"Dec 24, 2019",418.86,418.17,418.94,417.92,69.80M,0.14%
"Dec 23, 2019",418.27,417.97,418.86,417.56,126.24M,-0.03%
"Dec 20, 2019",418.4,414.98,418.45,414.98,337.27M,0.80%
"Dec 19, 2019",415.07,414.98,415.45,413.53,186.84M,0.17%
"Dec 18, 2019",414.38,414.57,416.12,414.38,179.84M,-0.13%
"Dec 17, 2019",414.92,416.64,416.64,414.1,233.66M,-0.68%
"Dec 16, 2019",417.75,412.91,418.53,412.91,222.06M,1.39%
"Dec 13, 2019",412.02,410.61,414.91,410.61,366.68M,1.09%
"Dec 12, 2019",407.58,406.32,409.34,404.99,221.44M,0.33%
"Dec 11, 2019",406.22,405.05,406.49,403.99,188.02M,0.22%
"Dec 10, 2019",405.34,406.16,406.16,401.46,183.38M,-0.26%
"Dec 09, 2019",406.39,407.5,407.55,406.22,167.28M,-0.24%
"Dec 06, 2019",407.35,403,407.48,403,147.39M,1.16%
"Dec 05, 2019",402.66,403.71,405.37,402.41,158.19M,-0.13%
"Dec 04, 2019",403.19,398.62,403.28,398.51,176.23M,1.18%
"Dec 03, 2019",398.48,401.84,402.99,397.18,208.44M,-0.63%
"Dec 02, 2019",401.01,407.48,410.04,400.57,232.12M,-1.58%
"Nov 29, 2019",407.43,408.57,409.64,407.34,156.05M,-0.44%
"Nov 28, 2019",409.25,409.63,409.63,408.44,130.99M,-0.14%
"Nov 27, 2019",409.81,409,410.39,408.54,165.68M,0.32%
"Nov 26, 2019",408.49,407.98,409.04,406.97,275.54M,0.10%
"Nov 25, 2019",408.09,405.23,408.25,405.23,151.16M,1.02%
"Nov 22, 2019",403.98,402.39,405.44,402.39,176.17M,0.44%
"Nov 21, 2019",402.22,403.1,403.1,400.02,186.80M,-0.40%
"Nov 20, 2019",403.82,404.65,404.65,401.78,196.56M,-0.41%
"Nov 19, 2019",405.5,406.18,409.24,404.8,172.93M,-0.12%
"Nov 18, 2019",405.99,406.34,407.16,404.69,180.98M,-0.01%
"Nov 15, 2019",406.04,405.21,406.74,403.51,192.31M,0.40%
"Nov 14, 2019",404.41,405.71,406,404.38,183.44M,-0.36%
"Nov 13, 2019",405.86,406.57,406.57,403.53,201.17M,-0.26%
"Nov 12, 2019",406.9,405.56,407.63,405.19,201.18M,0.38%
"Nov 11, 2019",405.34,404.92,405.64,403.06,189.15M,-0.02%
"Nov 08, 2019",405.42,406.02,406.1,404.46,200.72M,-0.28%
"Nov 07, 2019",406.56,405.37,406.94,405.37,208.61M,0.37%
"Nov 06, 2019",405.07,404.01,405.23,403.04,193.31M,0.21%
"Nov 05, 2019",404.23,403.55,404.65,402.82,208.79M,0.20%
"Nov 04, 2019",403.41,400.14,403.99,400.14,190.17M,1.00%
"Nov 01, 2019",399.43,397.34,399.86,397.34,153.12M,0.68%
"Oct 31, 2019",396.75,399.15,399.88,395.73,231.64M,-0.49%
"Oct 30, 2019",398.7,398,398.7,396.5,200.76M,0.08%
"Oct 29, 2019",398.37,398.9,398.9,396.86,187.41M,-0.16%
"Oct 28, 2019",398.99,398.05,399.78,397.17,168.79M,0.25%
"Oct 25, 2019",398.01,397.19,398.02,395.66,163.73M,0.16%
"Oct 24, 2019",397.37,395.53,397.78,395.53,215.26M,0.59%
"Oct 23, 2019",395.03,393.59,395.29,392.82,195.79M,0.11%
"Oct 22, 2019",394.59,394.11,394.83,392.59,185.68M,0.09%
"Oct 21, 2019",394.22,392.11,394.73,391.92,200.96M,0.61%
"Oct 18, 2019",391.84,392.81,393.46,391.32,210.70M,-0.32%
"Oct 17, 2019",393.08,392.94,396.86,392.23,256.88M,-0.10%
"Oct 16, 2019",393.46,393.85,394.6,392.25,241.97M,-0.14%
"Oct 15, 2019",394.02,390.56,395.07,390.56,243.56M,1.11%
"Oct 14, 2019",389.69,390.81,390.81,387.09,171.18M,-0.49%
"Oct 11, 2019",391.61,384.14,391.61,383.71,310.83M,2.31%
"Oct 10, 2019",382.76,380.49,383.55,378.18,194.97M,0.65%
"Oct 09, 2019",380.3,378.47,381.75,377.94,156.95M,0.42%
"Oct 08, 2019",378.71,383.21,383.52,378.43,174.86M,-1.10%
"Oct 07, 2019",382.91,380.13,383.11,379.54,146.53M,0.71%
"Oct 04, 2019",380.22,377.6,380.22,376.71,176.10M,0.73%
"Oct 03, 2019",377.46,377.06,378.43,374.66,170.77M,-0.02%
"Oct 02, 2019",377.52,387.71,387.71,377.52,224.78M,-2.70%
"Oct 01, 2019",387.99,393.35,394.69,387.79,204.81M,-1.31%
"Sep 30, 2019",393.15,391.64,393.57,391.04,180.74M,0.35%
"Sep 27, 2019",391.79,390.37,392.49,390.37,158.98M,0.47%
"Sep 26, 2019",389.95,387.03,390.74,386.91,174.95M,0.61%
"Sep 25, 2019",387.59,389.14,389.14,384.18,186.40M,-0.58%
"Sep 24, 2019",389.84,390.37,390.96,389.64,161.98M,0.01%
"Sep 23, 2019",389.8,392.4,392.42,388.71,170.83M,-0.80%
"Sep 20, 2019",392.95,392.83,393.67,391.9,425.28M,0.29%
"Sep 19, 2019",391.8,389.35,392.03,388.9,188.67M,0.61%
"Sep 18, 2019",389.41,389.03,390.16,388.61,180.52M,0.02%
"Sep 17, 2019",389.33,389.44,389.73,387.66,207.73M,-0.05%
"Sep 16, 2019",389.53,391.14,391.14,389.13,225.00M,-0.58%
"Sep 13, 2019",391.79,390.29,392.29,389.93,244.90M,0.34%
"Sep 12, 2019",390.48,389.93,392.74,388.13,237.98M,0.20%
"Sep 11, 2019",389.71,386.6,389.82,386.6,236.88M,0.85%
"Sep 10, 2019",386.44,386.09,386.48,383.79,271.53M,0.10%
"Sep 09, 2019",386.06,387.12,387.92,385.44,198.15M,-0.28%
"Sep 06, 2019",387.14,386,387.14,385.36,189.28M,0.32%
"Sep 05, 2019",385.92,383.75,386.11,383.75,210.41M,0.72%
"Sep 04, 2019",383.18,380.86,384.41,380.86,192.14M,0.89%
"Sep 03, 2019",379.81,380.4,380.4,378.15,160.86M,-0.23%
"Sep 02, 2019",380.69,379.88,382.09,379.88,123.00M,0.32%
"Aug 30, 2019",379.48,376.76,380.58,376.76,197.01M,0.73%
"Aug 29, 2019",376.74,372.41,377.17,371.94,194.34M,1.04%
"Aug 28, 2019",372.86,373.48,373.48,369.86,174.34M,-0.20%
"Aug 27, 2019",373.62,371.37,374.37,370.06,209.02M,0.63%
"Aug 26, 2019",371.28,370.57,372.23,369.08,73.31M,-0.02%
"Aug 23, 2019",371.36,374.9,376.52,371.36,175.74M,-0.78%
"Aug 22, 2019",374.29,375.32,376.69,373.43,177.00M,-0.40%
"Aug 21, 2019",375.8,371.61,376.37,371.61,152.87M,1.21%
"Aug 20, 2019",371.3,373.87,375.17,371.06,182.07M,-0.68%
"Aug 19, 2019",373.86,370.43,374.17,370.43,177.67M,1.14%
"Aug 16, 2019",369.63,365.31,369.95,365.31,240.28M,1.24%
"Aug 15, 2019",365.09,366.28,367.03,361.07,232.06M,-0.29%
"Aug 14, 2019",366.16,372.74,372.8,364.96,231.32M,-1.68%
"Aug 13, 2019",372.4,370.12,374.21,367.17,224.93M,0.54%
"Aug 12, 2019",370.41,372.09,375.35,370.08,168.00M,-0.31%
"Aug 09, 2019",371.56,374.73,374.97,371.11,227.22M,-0.84%
"Aug 08, 2019",374.71,370.02,374.71,370.02,195.89M,1.66%
"Aug 07, 2019",368.6,368.08,371.7,365.99,222.71M,0.24%
"Aug 06, 2019",367.71,369.07,371.98,367.56,206.93M,-0.47%
"Aug 05, 2019",369.43,376.74,376.74,368.65,271.76M,-2.31%
"Aug 02, 2019",378.15,385.72,385.72,377.31,277.00M,-2.46%
"Aug 01, 2019",387.68,384.93,387.92,384.4,208.10M,0.50%
"Jul 31, 2019",385.77,384.95,386.34,384.47,245.60M,0.17%
"Jul 30, 2019",385.11,390.42,390.7,384.46,233.84M,-1.47%
"Jul 29, 2019",390.85,390.38,392.56,389.77,178.07M,0.03%
"Jul 26, 2019",390.73,389.27,391.12,389.06,207.43M,0.31%
"Jul 25, 2019",389.52,392.08,395.1,387.64,220.37M,-0.56%
"Jul 24, 2019",391.73,391.56,392.05,390.36,179.43M,0.05%
"Jul 23, 2019",391.54,388.28,392.49,388.28,183.69M,0.98%
"Jul 22, 2019",387.74,387.15,388.54,386.63,151.85M,0.13%
"Jul 19, 2019",387.25,387.22,389.45,386.19,191.13M,0.12%
"Jul 18, 2019",386.8,387.09,388.08,385.02,167.60M,-0.22%
"Jul 17, 2019",387.66,388.82,389.7,387.19,173.24M,-0.37%
"Jul 16, 2019",389.1,387.55,389.71,387.19,166.53M,0.35%
"Jul 15, 2019",387.75,386.82,388.73,385.72,138.21M,0.23%
"Jul 12, 2019",386.85,386.72,387.73,386.39,154.08M,0.04%
"Jul 11, 2019",386.7,387.85,388.64,386.27,158.97M,-0.12%
"Jul 10, 2019",387.15,387.69,389.37,386.79,167.20M,-0.20%
"Jul 09, 2019",387.92,389.27,389.27,386.47,166.23M,-0.51%
"Jul 08, 2019",389.9,390.01,390.9,389.06,156.77M,-0.05%
"Jul 05, 2019",390.11,392.9,392.91,389.09,169.91M,-0.72%
"Jul 04, 2019",392.94,392.65,393.4,392.43,158.04M,0.09%
"Jul 03, 2019",392.58,389.36,392.67,389.36,201.01M,0.85%
"Jul 02, 2019",389.29,388.35,389.69,387.88,164.53M,0.37%
"Jul 01, 2019",387.87,385.34,389.98,385.34,184.00M,0.78%
"Jun 28, 2019",384.87,382.14,385.1,382.12,194.70M,0.70%
"Jun 27, 2019",382.21,382.12,383.56,380.72,178.94M,0.00%
"Jun 26, 2019",382.2,382.97,384.3,381.9,178.60M,-0.31%
"Jun 25, 2019",383.4,383.73,383.83,382.39,168.24M,-0.10%
"Jun 24, 2019",383.79,384.61,385.88,383.38,171.77M,-0.25%
"Jun 21, 2019",384.76,386.16,387.07,384.08,402.29M,-0.36%
"Jun 20, 2019",386.16,385.4,387.87,385.4,231.50M,0.36%
"Jun 19, 2019",384.77,384.83,385.03,383.54,221.10M,0.00%
"Jun 18, 2019",384.78,378.22,385.43,376.73,239.92M,1.67%
"Jun 17, 2019",378.46,378.83,379.69,377.75,143.32M,-0.09%
"Jun 14, 2019",378.81,379.99,379.99,377.41,156.54M,-0.40%
"Jun 13, 2019",380.33,379.36,381.4,378.71,163.35M,0.16%
"Jun 12, 2019",379.74,379.86,380.19,378.34,188.54M,-0.30%
"Jun 11, 2019",380.89,378.54,382.07,378.54,189.90M,0.69%
"Jun 10, 2019",378.27,377.63,378.98,377.63,117.67M,0.21%
"Jun 07, 2019",377.48,374.25,378.39,374.25,175.02M,0.93%
"Jun 06, 2019",374.01,374.05,376.75,373.15,196.91M,-0.02%
"Jun 05, 2019",374.08,372.76,374.9,372.54,201.24M,0.38%
"Jun 04, 2019",372.67,369.89,373.35,367.81,227.76M,0.59%
"Jun 03, 2019",370.49,368.79,370.49,365.77,193.23M,0.39%
"May 31, 2019",369.06,371.51,371.51,366.64,231.28M,-0.81%
"May 30, 2019",372.07,370.83,372.69,370.83,157.08M,0.42%
"May 29, 2019",370.51,375.27,388.96,369.91,186.93M,-1.43%
"May 28, 2019",375.9,376.98,377.61,374.78,337.72M,-0.22%
"May 27, 2019",376.71,376.37,378.54,376.36,66.11M,0.22%
"May 24, 2019",375.89,373.9,377.12,373.9,183.13M,0.56%
"May 23, 2019",373.79,378.39,378.39,373.31,219.42M,-1.42%
"May 22, 2019",379.19,378.92,380.36,376.91,203.27M,-0.08%
"May 21, 2019",379.5,377.43,380.25,377.43,201.85M,0.54%
"May 20, 2019",377.46,381.12,381.89,375.95,209.19M,-1.06%
"May 17, 2019",381.51,382.35,382.35,379.28,206.40M,-0.36%
"May 16, 2019",382.88,377.47,382.88,376.36,205.14M,1.27%
"May 15, 2019",378.06,376.4,378.06,373.8,232.30M,0.46%
"May 14, 2019",376.34,372.67,376.34,372.67,199.11M,1.01%
"May 13, 2019",372.57,377.25,377.31,371.76,207.80M,-1.21%
"May 10, 2019",377.14,376.65,379.59,376.3,188.70M,0.32%
"May 09, 2019",375.92,381.22,381.22,375.48,225.78M,-1.65%
"May 08, 2019",382.23,381.38,382.7,379.89,214.97M,0.15%
"May 07, 2019",381.64,386.91,387.85,381.1,233.43M,-1.37%
"May 06, 2019",386.95,389.06,389.06,384.17,96.74M,-0.88%
"May 03, 2019",390.37,389.14,391.09,388.83,151.44M,0.39%
"May 02, 2019",388.84,390.44,390.63,388.7,195.55M,-0.58%
"May 01, 2019",391.09,391.46,391.78,390.99,152.24M,-0.07%
"Apr 30, 2019",391.35,390.86,391.35,389.93,200.28M,0.01%
"Apr 29, 2019",391.32,390.86,392.05,389.63,152.05M,0.08%
"Apr 26, 2019",391.01,390.19,391.09,389.24,199.40M,0.22%
"Apr 25, 2019",390.15,390.76,390.87,388.85,182.89M,-0.21%
"Apr 24, 2019",390.98,391.09,392.22,390.32,203.50M,-0.09%
"Apr 23, 2019",391.35,389.84,391.55,389.29,201.22M,0.23%
"Apr 19, 2019",390.46,390.46,390.46,390.46,-,0.00%
"Apr 18, 2019",390.46,389.36,391.07,388.16,179.70M,0.22%
"Apr 17, 2019",389.59,389.14,390.34,388.25,203.84M,0.10%
"Apr 16, 2019",389.21,387.99,389.63,387.99,180.89M,0.29%
"Apr 15, 2019",388.1,387.11,388.59,387.11,165.69M,0.15%
"Apr 12, 2019",387.53,386.3,387.71,385.81,219.34M,0.16%
"Apr 11, 2019",386.91,386.33,387.78,384.92,187.74M,0.06%
"Apr 10, 2019",386.68,385.81,387.13,385.7,171.08M,0.26%
"Apr 09, 2019",385.68,387.62,389.11,385.36,181.00M,-0.47%
"Apr 08, 2019",387.51,388.46,388.5,386.84,154.64M,-0.19%
"Apr 05, 2019",388.23,387.81,388.94,387.54,178.18M,0.09%
"Apr 04, 2019",387.87,388.48,388.65,387.18,180.96M,-0.27%
"Apr 03, 2019",388.92,386.08,388.92,386.08,230.07M,1.01%
"Apr 02, 2019",385.03,383.19,385.68,383.19,190.68M,0.35%
"Apr 01, 2019",383.67,379.72,383.79,379.72,205.88M,1.21%
"Mar 29, 2019",379.09,376.73,379.55,376.73,244.98M,0.60%
"Mar 28, 2019",376.84,377.12,378.81,376.64,173.08M,-0.12%
"Mar 27, 2019",377.28,377.5,379.59,375.69,219.72M,0.02%
"Mar 26, 2019",377.2,374.84,377.87,374.11,175.48M,0.77%
"Mar 25, 2019",374.33,374.82,375.47,372.96,175.74M,-0.45%
"Mar 22, 2019",376.03,381.09,381.82,375.61,231.04M,-1.22%
"Mar 21, 2019",380.69,380.27,381.29,378.48,187.05M,-0.04%
"Mar 20, 2019",380.84,383.67,383.7,380.84,199.37M,-0.90%
"Mar 19, 2019",384.29,382.41,385.33,382.31,180.21M,0.57%
"Mar 18, 2019",382.11,381.22,382.19,381.22,191.03M,0.27%
"Mar 15, 2019",381.1,378.22,381.47,378.22,393.77M,0.68%
"Mar 14, 2019",378.52,375.81,379.07,375.81,210.10M,0.78%
"Mar 13, 2019",375.6,373.03,375.61,372.8,195.57M,0.63%
"Mar 12, 2019",373.25,374.65,375.2,372.37,208.94M,-0.06%
"Mar 11, 2019",373.47,370.99,373.63,370.88,177.15M,0.78%
"Mar 08, 2019",370.57,372.6,372.6,369.75,204.16M,-0.89%
"Mar 07, 2019",373.88,374.95,376.34,372.37,245.42M,-0.43%
"Mar 06, 2019",375.48,375.58,376.85,374.98,213.25M,-0.04%
"Mar 05, 2019",375.64,374.9,376.12,373.72,205.41M,0.15%
"Mar 04, 2019",375.09,375.04,376.32,375.04,171.80M,0.23%
"Mar 01, 2019",374.24,373.48,375.67,373.48,201.37M,0.39%
"Feb 28, 2019",372.8,371.19,373.19,370.47,261.02M,0.06%
"Feb 27, 2019",372.58,372.96,373.06,371.25,224.17M,-0.28%
"Feb 26, 2019",373.64,372.04,374.11,370.28,199.94M,0.39%
"Feb 25, 2019",372.18,371.9,373.18,371.56,182.65M,0.26%
"Feb 22, 2019",371.23,370.27,371.9,369.87,185.49M,0.22%
"Feb 21, 2019",370.41,371.12,371.72,369.48,214.40M,-0.28%
"Feb 20, 2019",371.46,369.38,371.7,369.26,211.27M,0.67%
"Feb 19, 2019",368.97,369.4,370.02,367.36,174.29M,-0.22%
"Feb 18, 2019",369.78,368.9,370.14,368.66,148.50M,0.23%
"Feb 15, 2019",368.94,363.83,369.27,363.24,245.67M,1.41%
"Feb 14, 2019",363.8,365.42,367.06,363.48,185.94M,-0.32%
"Feb 13, 2019",364.97,363.24,365.82,363.24,178.79M,0.60%
"Feb 12, 2019",362.78,362.07,363.68,362.07,167.31M,0.46%
"Feb 11, 2019",361.12,358.87,361.83,358.87,169.84M,0.85%
"Feb 08, 2019",358.07,359.75,360.77,357.37,188.12M,-0.56%
"Feb 07, 2019",360.08,364.73,365.25,360.08,221.76M,-1.49%
"Feb 06, 2019",365.52,364.86,365.91,364.14,188.34M,0.15%
"Feb 05, 2019",364.99,359.94,364.99,359.94,208.45M,1.41%
"Feb 04, 2019",359.92,359.8,360.2,358.28,187.58M,0.06%
"Feb 01, 2019",359.71,359.02,360.03,357.31,219.85M,0.29%
"Jan 31, 2019",358.67,358.68,360.51,356.25,297.61M,0.04%
"Jan 30, 2019",358.51,356.72,359.03,356.64,188.88M,0.36%
"Jan 29, 2019",357.23,354.45,358.7,354.19,183.22M,0.80%
"Jan 28, 2019",354.38,357.01,357.26,354.03,178.00M,-0.97%
"Jan 25, 2019",357.84,357.28,358.76,357.28,202.90M,0.61%
"Jan 24, 2019",355.67,355.06,356.64,353.83,197.79M,0.22%
"Jan 23, 2019",354.89,354.49,356.86,352.97,192.07M,-0.06%
"Jan 22, 2019",355.09,355.49,356.51,353.74,195.75M,-0.36%
"Jan 21, 2019",356.36,356.39,356.43,355.58,138.95M,-0.19%
"Jan 18, 2019",357.05,351.98,357.29,351.98,260.62M,1.80%
"Jan 17, 2019",350.73,349.71,351.07,348.29,167.56M,0.04%
"Jan 16, 2019",350.59,349.92,350.93,348.82,206.30M,0.54%
"Jan 15, 2019",348.71,348.26,350.6,347.11,189.28M,0.35%
"Jan 14, 2019",347.51,348.27,348.27,345.86,168.22M,-0.48%
"Jan 11, 2019",349.2,349.03,350.18,347.74,179.86M,0.09%
"Jan 10, 2019",348.88,347.07,348.92,344.84,173.53M,0.34%
"Jan 09, 2019",347.7,346.87,349.81,346.79,214.41M,0.53%
"Jan 08, 2019",345.85,342.99,348.06,342.99,191.38M,0.87%
"Jan 07, 2019",342.88,344.03,344.75,341.38,180.41M,-0.15%
"Jan 04, 2019",343.38,335.47,343.9,335.47,193.70M,2.83%
"Jan 03, 2019",333.92,335.64,336.78,333.51,184.99M,-0.98%
"Jan 02, 2019",337.21,335.86,337.83,331.8,163.35M,-0.13%
"Dec 31, 2018",337.65,336.73,337.92,336.53,88.97M,0.42%
"Dec 28, 2018",336.23,330.57,336.92,330.57,156.94M,2.02%
"Dec 27, 2018",329.58,336.23,337.05,327.34,197.15M,-1.69%
"Dec 24, 2018",335.24,336.24,336.24,334.57,178.19M,-0.42%
"Dec 21, 2018",336.67,336.15,337.05,333.15,409.62M,0.03%
"Dec 20, 2018",336.58,339.45,339.45,335.41,256.99M,-1.45%
"Dec 19, 2018",341.52,340.42,342.49,340.42,219.25M,0.31%
"Dec 18, 2018",340.46,342.66,343.08,340.46,232.13M,-0.82%
"Dec 17, 2018",343.26,346.74,346.74,342.46,196.13M,-1.14%
"Dec 14, 2018",347.21,348.2,348.26,344.55,187.51M,-0.63%
"Dec 13, 2018",349.42,350.13,351.31,348.72,214.98M,-0.17%
"Dec 12, 2018",350,344.45,350.85,344.45,255.60M,1.69%
"Dec 11, 2018",344.18,340.66,346.82,340.66,219.42M,1.53%
"Dec 10, 2018",338.99,344.15,344.15,338.79,216.52M,-1.87%
"Dec 07, 2018",345.45,344.29,349.2,344.29,212.73M,0.62%
"Dec 06, 2018",343.31,352.59,352.59,342.53,274.86M,-3.09%
"Dec 05, 2018",354.27,357.39,357.39,354,187.67M,-1.16%
"Dec 04, 2018",358.43,360.72,360.98,358.36,202.79M,-0.76%
"Dec 03, 2018",361.18,359.56,364.89,359.56,226.58M,1.03%
"Nov 30, 2018",357.49,358.21,358.39,356.01,288.30M,-0.17%
"Nov 29, 2018",358.1,358.1,360.06,357.08,199.67M,0.20%
"Nov 28, 2018",357.39,358.01,359.2,357.1,208.56M,0.00%
"Nov 27, 2018",357.4,358.12,358.85,355.62,212.34M,-0.26%
"Nov 26, 2018",358.33,355.02,358.8,355.02,223.04M,1.23%
"Nov 23, 2018",353.98,352.46,354.2,351.36,163.02M,0.40%
"Nov 22, 2018",352.57,354.57,354.57,351.67,177.56M,-0.70%
"Nov 21, 2018",355.07,351.86,355.27,351.85,219.95M,1.14%
"Nov 20, 2018",351.06,354.3,354.3,349.29,239.16M,-1.14%
"Nov 19, 2018",355.11,358.24,360.27,355.01,196.78M,-0.73%
"Nov 16, 2018",357.71,358.9,361.4,355.63,242.90M,-0.20%
"Nov 15, 2018",358.43,362.3,364.01,356,259.89M,-1.06%
"Nov 14, 2018",362.27,363.38,365.45,359.92,225.55M,-0.60%
"Nov 13, 2018",364.44,362.73,365.26,361.72,234.17M,0.67%
"Nov 12, 2018",362.03,366.38,367.8,362.02,193.77M,-1.01%
"Nov 09, 2018",365.74,366.38,366.38,363.85,211.01M,-0.37%
"Nov 08, 2018",367.08,367.34,369.12,366.56,198.49M,0.19%
"Nov 07, 2018",366.39,363.3,367.12,363.3,201.13M,1.06%
"Nov 06, 2018",362.55,364.02,364.44,361.43,176.10M,-0.26%
"Nov 05, 2018",363.5,364.26,365.23,363.29,157.05M,-0.16%
"Nov 02, 2018",364.08,364.98,367.63,363.85,212.62M,0.28%
