,Date,Open,High,Low,Close
165,2015-08-20,1.11187,1.1244,1.11062,1.12411
166,2015-08-21,1.12407,1.13878,1.12285,1.13846
167,2015-08-24,1.13739,1.17132,1.13686,1.16177
168,2015-08-25,1.16174,1.16211,1.13954,1.15157
169,2015-08-26,1.15159,1.15607,1.12907,1.13126
170,2015-08-27,1.13133,1.13637,1.12022,1.12448
171,2015-08-28,1.12441,1.1309,1.11552,1.118
172,2015-08-31,1.11708,1.12618,1.11688,1.121
173,2015-09-01,1.12096,1.13314,1.12075,1.1314
174,2015-09-02,1.1314,1.13188,1.12157,1.12264
175,2015-09-03,1.12265,1.12427,1.10864,1.11217
176,2015-09-04,1.11218,1.11875,1.1091,1.11498
177,2015-09-07,1.11637,1.11769,1.11207,1.11686
178,2015-09-08,1.1169,1.12287,1.11517,1.12016
179,2015-09-09,1.12017,1.12155,1.11309,1.1206
180,2015-09-10,1.12063,1.12946,1.1171,1.12787
181,2015-09-11,1.12788,1.13487,1.12534,1.13333
182,2015-09-14,1.133,1.13724,1.12827,1.13156
183,2015-09-15,1.13157,1.13281,1.12576,1.12686
184,2015-09-16,1.12688,1.13198,1.12133,1.12886
185,2015-09-17,1.12885,1.14405,1.12838,1.14332
186,2015-09-18,1.14334,1.14594,1.12687,1.12982
187,2015-09-21,1.12798,1.13296,1.11805,1.11884
188,2015-09-22,1.11882,1.12068,1.11125,1.11189
189,2015-09-23,1.11189,1.12127,1.11044,1.11847
190,2015-09-24,1.1186,1.12952,1.11638,1.12289
191,2015-09-25,1.12289,1.12333,1.11154,1.1196
192,2015-09-28,1.11841,1.12469,1.11458,1.12435
193,2015-09-29,1.12433,1.12807,1.11931,1.12483
194,2015-09-30,1.12483,1.12606,1.11564,1.11753
195,2015-10-01,1.11754,1.12083,1.11342,1.11935
196,2015-10-02,1.11936,1.13176,1.11496,1.12089
197,2015-10-05,1.12163,1.12885,1.11727,1.1187
198,2015-10-06,1.11872,1.12788,1.11711,1.1271
199,2015-10-07,1.12719,1.12834,1.12107,1.1237
200,2015-10-08,1.12365,1.13265,1.12338,1.12752
201,2015-10-09,1.12752,1.13864,1.12663,1.13584
202,2015-10-12,1.13604,1.13961,1.13533,1.13571
203,2015-10-13,1.13572,1.14103,1.13435,1.13781
204,2015-10-14,1.13781,1.14883,1.13766,1.14728
205,2015-10-15,1.14725,1.14944,1.13623,1.13822
206,2015-10-16,1.13799,1.13946,1.13335,1.13492
207,2015-10-19,1.13563,1.13782,1.1305,1.1325
208,2015-10-20,1.13258,1.13863,1.13232,1.13451
209,2015-10-21,1.13446,1.13767,1.13334,1.13379
210,2015-10-22,1.13379,1.13504,1.10995,1.11076
211,2015-10-23,1.11077,1.1139,1.09959,1.10163
212,2015-10-26,1.10066,1.10676,1.10032,1.10524
213,2015-10-27,1.10521,1.1078,1.10295,1.10456
214,2015-10-28,1.10457,1.10951,1.08961,1.09262
215,2015-10-29,1.09266,1.09859,1.09019,1.09854
216,2015-10-30,1.09854,1.10718,1.09648,1.10028
217,2015-11-02,1.10338,1.10518,1.09995,1.1015
218,2015-11-03,1.1015,1.10294,1.09354,1.0962
219,2015-11-04,1.09624,1.09671,1.08434,1.08644
220,2015-11-05,1.08647,1.08966,1.0833,1.0883
221,2015-11-06,1.08827,1.0893,1.07054,1.07426
222,2015-11-09,1.07274,1.07893,1.07189,1.07505
223,2015-11-10,1.07505,1.07633,1.06735,1.07233
224,2015-11-11,1.07234,1.07729,1.07049,1.07424
225,2015-11-12,1.07424,1.08292,1.06904,1.08127
226,2015-11-13,1.08128,1.08161,1.07137,1.07689
227,2015-11-16,1.07381,1.07573,1.06738,1.06855
228,2015-11-17,1.06855,1.06899,1.06299,1.06408
229,2015-11-18,1.06409,1.06918,1.06162,1.06586
230,2015-11-19,1.06586,1.07623,1.06546,1.07329
231,2015-11-20,1.07328,1.07375,1.06391,1.0646
232,2015-11-23,1.06363,1.0656,1.05919,1.06353
233,2015-11-24,1.06351,1.06725,1.06188,1.0642
234,2015-11-25,1.06421,1.06884,1.05651,1.06237
235,2015-11-26,1.06238,1.06267,1.05992,1.06096
236,2015-11-27,1.06086,1.06373,1.05678,1.05915
237,2015-11-30,1.05879,1.05944,1.05572,1.05638
238,2015-12-01,1.0564,1.06364,1.05621,1.06313
239,2015-12-02,1.06314,1.06357,1.055,1.06138
240,2015-12-03,1.06136,1.09804,1.05214,1.09387
241,2015-12-04,1.09388,1.09554,1.08353,1.08761
242,2015-12-07,1.08706,1.08868,1.07952,1.08363
243,2015-12-08,1.08364,1.09018,1.08293,1.08906
244,2015-12-09,1.08911,1.10423,1.08785,1.10242
245,2015-12-10,1.10243,1.10244,1.09243,1.09396
246,2015-12-11,1.09397,1.10304,1.09257,1.09919
247,2015-12-14,1.09828,1.10479,1.09448,1.09904
248,2015-12-15,1.09904,1.10589,1.09039,1.09274
249,2015-12-16,1.0929,1.10112,1.08872,1.09104
250,2015-12-17,1.09104,1.09132,1.08018,1.08248
251,2015-12-18,1.08249,1.08738,1.08041,1.08665
252,2015-12-21,1.08514,1.09382,1.08457,1.0914
253,2015-12-22,1.09138,1.09833,1.09016,1.09556
254,2015-12-23,1.09557,1.09564,1.0869,1.0909
255,2015-12-24,1.09087,1.09671,1.09027,1.09494
256,2015-12-25,1.09087,1.09671,1.09027,1.09494
257,2015-12-28,1.09502,1.09917,1.0948,1.0966
258,2015-12-29,1.09661,1.09909,1.08983,1.09186
259,2015-12-30,1.09186,1.0943,1.0901,1.09309
260,2015-12-31,1.0931,1.09363,1.08521,1.08601
261,2016-01-01,1.0931,1.09363,1.08521,1.08601
262,2016-01-04,1.08712,1.09457,1.07803,1.08301
263,2016-01-05,1.08295,1.0838,1.07099,1.07475
264,2016-01-06,1.07471,1.07989,1.07132,1.078
265,2016-01-07,1.07801,1.09394,1.07703,1.09311
266,2016-01-08,1.09316,1.09329,1.08024,1.09249
267,2016-01-11,1.09173,1.09685,1.08472,1.08581
268,2016-01-12,1.08581,1.08995,1.08189,1.0857
269,2016-01-13,1.08571,1.08869,1.08041,1.08759
270,2016-01-14,1.0876,1.09423,1.08338,1.08643
271,2016-01-15,1.08642,1.09839,1.08538,1.09123
272,2016-01-18,1.09208,1.0927,1.08681,1.08908
273,2016-01-19,1.08907,1.09381,1.08586,1.09061
274,2016-01-20,1.09061,1.09752,1.08764,1.08874
275,2016-01-21,1.08865,1.09204,1.0777,1.08721
276,2016-01-22,1.08721,1.08758,1.07884,1.07957
277,2016-01-25,1.07904,1.08561,1.07884,1.0849
278,2016-01-26,1.08487,1.08736,1.0818,1.08665
279,2016-01-27,1.08698,1.09157,1.08498,1.08922
280,2016-01-28,1.08923,1.09668,1.08689,1.0939
281,2016-01-29,1.09391,1.09479,1.08092,1.08299
282,2016-02-01,1.08306,1.0912,1.08138,1.08871
283,2016-02-02,1.08871,1.09392,1.08842,1.09176
284,2016-02-03,1.09176,1.11448,1.09029,1.11043
285,2016-02-04,1.11044,1.1238,1.10688,1.12071
286,2016-02-05,1.12073,1.12452,1.1108,1.11571
287,2016-02-08,1.11413,1.12151,1.10858,1.11918
288,2016-02-09,1.11917,1.13375,1.11616,1.12918
289,2016-02-10,1.12922,1.13107,1.11596,1.12908
290,2016-02-11,1.12913,1.13757,1.12731,1.13234
291,2016-02-12,1.13234,1.1333,1.12133,1.1253
292,2016-02-15,1.12331,1.12492,1.11272,1.11531
293,2016-02-16,1.11533,1.11923,1.11235,1.1143
294,2016-02-17,1.11426,1.11783,1.11051,1.11271
295,2016-02-18,1.11272,1.11488,1.10702,1.11066
296,2016-02-19,1.11054,1.11385,1.10659,1.11286
297,2016-02-22,1.11104,1.1124,1.10023,1.10294
298,2016-02-23,1.10294,1.1052,1.09893,1.10186
299,2016-02-24,1.10186,1.10458,1.09562,1.10127
300,2016-02-25,1.10115,1.10493,1.0986,1.10166
301,2016-02-26,1.10165,1.10674,1.0911,1.09267
302,2016-02-29,1.09123,1.0962,1.08585,1.08718
303,2016-03-01,1.0872,1.08927,1.08334,1.08662
304,2016-03-02,1.08665,1.08803,1.08248,1.08673
305,2016-03-03,1.08671,1.0972,1.08528,1.09548
306,2016-03-04,1.09553,1.10427,1.09024,1.10104
307,2016-03-07,1.09861,1.1025,1.09392,1.10134
308,2016-03-08,1.10126,1.10572,1.09928,1.101
309,2016-03-09,1.10101,1.10341,1.09453,1.09976
310,2016-03-10,1.09978,1.12172,1.08213,1.11766
311,2016-03-11,1.11766,1.12089,1.10796,1.11473
312,2016-03-14,1.1144,1.11754,1.10768,1.11004
313,2016-03-15,1.11007,1.11244,1.10709,1.1105
314,2016-03-16,1.11047,1.12415,1.10571,1.12114
315,2016-03-17,1.12115,1.13416,1.12045,1.13145
316,2016-03-18,1.13135,1.13361,1.12553,1.12709
317,2016-03-21,1.12665,1.1284,1.12337,1.12382
318,2016-03-22,1.12383,1.12592,1.11875,1.12151
319,2016-03-23,1.12152,1.12227,1.11586,1.1179
320,2016-03-24,1.11797,1.11868,1.11435,1.11783
321,2016-03-25,1.11783,1.11786,1.11528,1.11656
322,2016-03-28,1.11598,1.12193,1.11521,1.11957
323,2016-03-29,1.11959,1.13027,1.11682,1.12869
324,2016-03-30,1.12866,1.13646,1.12824,1.13361
325,2016-03-31,1.13357,1.14111,1.13094,1.13777
326,2016-04-01,1.13776,1.14372,1.13341,1.13916
327,2016-04-04,1.13997,1.14118,1.13566,1.13877
328,2016-04-05,1.13846,1.14044,1.1335,1.13825
329,2016-04-06,1.13817,1.14309,1.13259,1.1396
330,2016-04-07,1.13963,1.14533,1.13367,1.13767
331,2016-04-08,1.13767,1.14186,1.13482,1.13941
332,2016-04-11,1.14161,1.14466,1.13713,1.14051
333,2016-04-12,1.14026,1.14639,1.1345,1.13834
334,2016-04-13,1.13826,1.13903,1.12671,1.12722
335,2016-04-14,1.12718,1.12939,1.12331,1.12644
336,2016-04-15,1.12647,1.13162,1.12448,1.12824
337,2016-04-18,1.13006,1.13313,1.12729,1.13108
338,2016-04-19,1.13095,1.13839,1.13027,1.13562
339,2016-04-20,1.13561,1.13872,1.12896,1.1294
340,2016-04-21,1.12935,1.13956,1.12684,1.1286
341,2016-04-22,1.12855,1.13078,1.12174,1.12217
342,2016-04-25,1.12151,1.12775,1.12144,1.12662
343,2016-04-26,1.12618,1.13388,1.12555,1.12947
344,2016-04-27,1.12945,1.13603,1.12707,1.1319
345,2016-04-28,1.13197,1.13671,1.12954,1.13508
346,2016-04-29,1.13474,1.14585,1.13458,1.1449
347,2016-05-02,1.14597,1.15352,1.14475,1.15313
348,2016-05-03,1.15312,1.16155,1.14945,1.14955
349,2016-05-04,1.14954,1.15287,1.14657,1.14855
350,2016-05-05,1.14856,1.1493,1.13852,1.14043
351,2016-05-06,1.14041,1.14789,1.13858,1.14014
352,2016-05-09,1.13952,1.14191,1.13747,1.13814
353,2016-05-10,1.13827,1.14091,1.13579,1.13713
354,2016-05-11,1.13713,1.14458,1.13682,1.14253
355,2016-05-12,1.1425,1.14284,1.13698,1.13761
356,2016-05-13,1.13754,1.13788,1.12822,1.1308
357,2016-05-16,1.13107,1.13415,1.13015,1.13185
358,2016-05-17,1.13193,1.13478,1.13008,1.13129
359,2016-05-18,1.13131,1.13153,1.12136,1.12152
360,2016-05-19,1.12151,1.12292,1.11792,1.1202
361,2016-05-20,1.12019,1.12365,1.11956,1.1223
362,2016-05-23,1.12079,1.1242,1.11868,1.12194
363,2016-05-24,1.12191,1.12262,1.11316,1.11397
364,2016-05-25,1.11397,1.11661,1.11281,1.11541
365,2016-05-26,1.11542,1.12159,1.11487,1.11928
366,2016-05-27,1.11929,1.11999,1.111,1.11116
367,2016-05-30,1.11126,1.11439,1.10972,1.11377
368,2016-05-31,1.11374,1.11727,1.11214,1.11308
369,2016-06-01,1.11306,1.11932,1.11134,1.11877
370,2016-06-02,1.11878,1.12193,1.11446,1.11499
371,2016-06-03,1.11496,1.13728,1.11359,1.13665
372,2016-06-06,1.13552,1.13918,1.13249,1.13527
373,2016-06-07,1.13532,1.13798,1.13379,1.13575
374,2016-06-08,1.13569,1.14099,1.13538,1.13934
375,2016-06-09,1.13911,1.14147,1.13048,1.13158
376,2016-06-10,1.13156,1.13206,1.12446,1.12499
377,2016-06-13,1.12487,1.13024,1.12313,1.12892
378,2016-06-14,1.12911,1.12976,1.11881,1.12061
379,2016-06-15,1.12052,1.12978,1.1189,1.12598
380,2016-06-16,1.12591,1.1294,1.11302,1.12235
381,2016-06-17,1.12241,1.12955,1.12221,1.12751
382,2016-06-20,1.13309,1.13817,1.13013,1.1313
383,2016-06-21,1.13131,1.13488,1.12404,1.12414
384,2016-06-22,1.12414,1.13369,1.12358,1.1294
385,2016-06-23,1.12942,1.14205,1.12941,1.13841
386,2016-06-24,1.13841,1.14273,1.09095,1.11139
387,2016-06-27,1.10112,1.10828,1.09699,1.10218
388,2016-06-28,1.10221,1.1111,1.10091,1.10627
389,2016-06-29,1.10633,1.11295,1.10484,1.11217
390,2016-06-30,1.11228,1.11537,1.10235,1.11064
391,2016-07-01,1.11054,1.11686,1.10713,1.11378
392,2016-07-04,1.11281,1.11587,1.10971,1.11521
393,2016-07-05,1.11526,1.11852,1.10615,1.10747
394,2016-07-06,1.10749,1.11108,1.1028,1.10999
395,2016-07-07,1.10993,1.11063,1.10518,1.10604
396,2016-07-08,1.10618,1.11198,1.10013,1.10503
397,2016-07-11,1.10491,1.10737,1.10149,1.10568
398,2016-07-12,1.10566,1.11255,1.10513,1.10595
399,2016-07-13,1.10592,1.1119,1.10414,1.10884
400,2016-07-14,1.10876,1.1164,1.10865,1.11177
401,2016-07-15,1.1118,1.11481,1.10239,1.10338
402,2016-07-18,1.10482,1.10834,1.10367,1.10746
403,2016-07-19,1.10744,1.10796,1.09991,1.10198
404,2016-07-20,1.10205,1.10294,1.09806,1.10126
405,2016-07-21,1.10125,1.106,1.09786,1.10253
406,2016-07-22,1.10253,1.10402,1.09546,1.09761
407,2016-07-25,1.09708,1.09983,1.09513,1.09939
408,2016-07-26,1.09942,1.1029,1.09776,1.0985
409,2016-07-27,1.0985,1.10645,1.09606,1.10568
410,2016-07-28,1.1057,1.11188,1.10516,1.1077
411,2016-07-29,1.10764,1.11968,1.10719,1.11748
412,2016-08-01,1.11741,1.11825,1.11544,1.11603
413,2016-08-02,1.11602,1.1233,1.11577,1.12221
414,2016-08-03,1.12227,1.12264,1.11398,1.11481
415,2016-08-04,1.11473,1.11556,1.11131,1.1128
416,2016-08-05,1.1128,1.11606,1.1045,1.10874
417,2016-08-08,1.10791,1.11043,1.10713,1.10866
418,2016-08-09,1.10873,1.11218,1.10698,1.11154
419,2016-08-10,1.11161,1.11894,1.11116,1.11743
420,2016-08-11,1.11746,1.11909,1.11345,1.11362
421,2016-08-12,1.11361,1.12205,1.11304,1.11628
422,2016-08-15,1.11664,1.12028,1.11528,1.11821
423,2016-08-16,1.11823,1.13218,1.11766,1.12776
424,2016-08-17,1.12774,1.13153,1.12398,1.12882
425,2016-08-18,1.12882,1.13656,1.12836,1.13532
426,2016-08-19,1.13531,1.13589,1.13035,1.13237
427,2016-08-22,1.13083,1.13299,1.12703,1.13188
428,2016-08-23,1.13188,1.13543,1.13024,1.13036
429,2016-08-24,1.13039,1.13107,1.12445,1.12624
430,2016-08-25,1.12629,1.12968,1.12585,1.12818
431,2016-08-26,1.12818,1.13402,1.11799,1.11928
432,2016-08-29,1.11769,1.1207,1.11572,1.11878
433,2016-08-30,1.11878,1.11915,1.11313,1.11412
434,2016-08-31,1.11412,1.11647,1.11224,1.11566
435,2016-09-01,1.11567,1.12045,1.11268,1.11958
436,2016-09-02,1.11958,1.12514,1.11497,1.11538
437,2016-09-05,1.11566,1.11816,1.11388,1.11461
438,2016-09-06,1.11461,1.12623,1.11397,1.12545
439,2016-09-07,1.12544,1.12708,1.1228,1.12384
440,2016-09-08,1.12383,1.13264,1.12338,1.12592
441,2016-09-09,1.12593,1.12844,1.11977,1.12305
442,2016-09-12,1.12355,1.12675,1.12097,1.12338
443,2016-09-13,1.12338,1.12598,1.12032,1.12189
444,2016-09-14,1.12189,1.12732,1.12096,1.12479
445,2016-09-15,1.12483,1.12829,1.12184,1.12404
446,2016-09-16,1.1242,1.12492,1.11487,1.11558
447,2016-09-19,1.1152,1.11972,1.115,1.11728
448,2016-09-20,1.1173,1.12127,1.11492,1.11499
449,2016-09-21,1.11498,1.11959,1.11224,1.1188
450,2016-09-22,1.11882,1.12565,1.1184,1.12066
451,2016-09-23,1.12068,1.12398,1.11931,1.12252
452,2016-09-26,1.1229,1.12783,1.12203,1.12526
453,2016-09-27,1.1253,1.1258,1.11902,1.12137
454,2016-09-28,1.12124,1.1236,1.11811,1.12162
455,2016-09-29,1.12164,1.12489,1.1196,1.12205
456,2016-09-30,1.12211,1.12499,1.11526,1.12402
457,2016-10-03,1.12275,1.12434,1.12045,1.12105
458,2016-10-04,1.12103,1.12381,1.11372,1.12038
459,2016-10-05,1.12038,1.12326,1.11889,1.12031
460,2016-10-06,1.12037,1.12117,1.11391,1.11462
461,2016-10-07,1.11473,1.12041,1.11036,1.1201
462,2016-10-10,1.11786,1.12026,1.11306,1.11369
463,2016-10-11,1.11368,1.11416,1.10481,1.10529
464,2016-10-12,1.1053,1.10669,1.10037,1.10064
465,2016-10-13,1.10063,1.10568,1.09848,1.10548
466,2016-10-14,1.10544,1.10576,1.09699,1.09702
467,2016-10-17,1.09681,1.10071,1.09631,1.09983
468,2016-10-18,1.09983,1.10256,1.09693,1.09796
469,2016-10-19,1.09796,1.1004,1.09542,1.09727
470,2016-10-20,1.09726,1.10385,1.0915,1.09284
471,2016-10-21,1.09285,1.09289,1.08585,1.08826
472,2016-10-24,1.08804,1.08989,1.08588,1.08799
473,2016-10-25,1.08806,1.09042,1.08502,1.08875
474,2016-10-26,1.08872,1.09457,1.08737,1.0907
475,2016-10-27,1.09067,1.09414,1.08817,1.08927
476,2016-10-28,1.08946,1.0991,1.08923,1.09858
477,2016-10-31,1.09837,1.09898,1.09352,1.09759
478,2016-11-01,1.09758,1.10682,1.09593,1.10563
479,2016-11-02,1.10565,1.11223,1.10489,1.10946
480,2016-11-03,1.10953,1.11251,1.1059,1.11057
481,2016-11-04,1.11057,1.11391,1.10792,1.11385
482,2016-11-07,1.10593,1.11094,1.10266,1.10394
483,2016-11-08,1.10393,1.10662,1.10081,1.10234
484,2016-11-09,1.10248,1.12988,1.09064,1.09083
485,2016-11-10,1.09083,1.09528,1.08641,1.08891
486,2016-11-11,1.08885,1.09228,1.08296,1.08555
487,2016-11-14,1.08316,1.08405,1.07083,1.07363
488,2016-11-15,1.0736,1.08158,1.07133,1.07215
489,2016-11-16,1.07217,1.07588,1.06654,1.06898
490,2016-11-17,1.06898,1.07447,1.06192,1.06251
491,2016-11-18,1.06232,1.0642,1.05684,1.05869
492,2016-11-21,1.05926,1.06484,1.05779,1.06264
493,2016-11-22,1.06256,1.06572,1.05829,1.06246
494,2016-11-23,1.06255,1.06428,1.05253,1.05513
495,2016-11-24,1.05513,1.05845,1.05172,1.05511
496,2016-11-25,1.0552,1.06267,1.05377,1.05889
497,2016-11-28,1.06097,1.06849,1.05628,1.06132
498,2016-11-29,1.06132,1.06536,1.05641,1.06485
499,2016-11-30,1.06485,1.06658,1.05519,1.05872
500,2016-12-01,1.05872,1.06679,1.05838,1.06608
501,2016-12-02,1.06606,1.06891,1.06244,1.06606
502,2016-12-05,1.06611,1.07958,1.05051,1.07632
503,2016-12-06,1.07631,1.07845,1.06978,1.07177
504,2016-12-07,1.07166,1.07676,1.07091,1.07514
505,2016-12-08,1.07523,1.0873,1.05965,1.06142
506,2016-12-09,1.06142,1.06289,1.05302,1.05599
507,2016-12-12,1.05317,1.06509,1.05245,1.06336
508,2016-12-13,1.0633,1.06664,1.0603,1.06239
509,2016-12-14,1.06233,1.06692,1.04953,1.05347
510,2016-12-15,1.05348,1.05385,1.03656,1.04128
511,2016-12-16,1.04126,1.04734,1.03999,1.04492
512,2016-12-19,1.04372,1.04787,1.03918,1.04013
513,2016-12-20,1.04008,1.04172,1.03515,1.03871
514,2016-12-21,1.0387,1.04505,1.03817,1.04233
515,2016-12-22,1.04232,1.04986,1.04225,1.04355
516,2016-12-23,1.04353,1.04679,1.04257,1.04553
517,2016-12-26,1.04644,1.0465,1.04392,1.04538
518,2016-12-27,1.04546,1.04626,1.04315,1.04555
519,2016-12-28,1.04555,1.0479,1.03713,1.04126
520,2016-12-29,1.04127,1.0493,1.04078,1.04877
521,2016-12-30,1.04857,1.06517,1.04821,1.05282
522,2017-01-02,1.05143,1.05234,1.04495,1.0453
523,2017-01-03,1.0453,1.04894,1.03395,1.04043
524,2017-01-04,1.04044,1.04991,1.03891,1.04875
525,2017-01-05,1.0487,1.06145,1.04799,1.06048
526,2017-01-06,1.06043,1.06207,1.05242,1.05309
527,2017-01-09,1.05296,1.05822,1.05101,1.05734
528,2017-01-10,1.05734,1.06264,1.05501,1.05528
529,2017-01-11,1.05541,1.06221,1.0453,1.05814
530,2017-01-12,1.05816,1.06839,1.05706,1.06115
531,2017-01-13,1.06115,1.0673,1.05954,1.064
532,2017-01-16,1.06036,1.0635,1.05784,1.05991
533,2017-01-17,1.05997,1.07186,1.05958,1.07124
534,2017-01-18,1.07119,1.07146,1.06275,1.06288
535,2017-01-19,1.06285,1.06758,1.05884,1.06631
536,2017-01-20,1.06634,1.07088,1.06243,1.06991
537,2017-01-23,1.07004,1.07683,1.06935,1.07642
538,2017-01-24,1.07643,1.07741,1.07195,1.07303
539,2017-01-25,1.07296,1.07689,1.07105,1.07472
540,2017-01-26,1.07473,1.07649,1.06568,1.06794
541,2017-01-27,1.06797,1.07242,1.06576,1.06958
542,2017-01-30,1.072,1.07394,1.06195,1.06916
543,2017-01-31,1.06923,1.08115,1.06839,1.07964
544,2017-02-01,1.07964,1.08066,1.07285,1.07672
545,2017-02-02,1.07674,1.08281,1.07551,1.07573
546,2017-02-03,1.07572,1.07968,1.07121,1.07853
547,2017-02-06,1.07889,1.07905,1.0705,1.07485
548,2017-02-07,1.07495,1.07496,1.06553,1.06816
549,2017-02-08,1.0682,1.07132,1.06398,1.06973
550,2017-02-09,1.06971,1.07088,1.06501,1.06538
551,2017-02-10,1.06538,1.06669,1.06069,1.06391
552,2017-02-13,1.06275,1.06576,1.05912,1.05965
553,2017-02-14,1.05968,1.06326,1.056,1.05761
554,2017-02-15,1.05761,1.06085,1.05205,1.05985
555,2017-02-16,1.05983,1.06786,1.05902,1.06727
556,2017-02-17,1.06725,1.06759,1.06047,1.06093
557,2017-02-20,1.06074,1.0632,1.06024,1.06128
558,2017-02-21,1.06128,1.06145,1.05249,1.05357
559,2017-02-22,1.05358,1.05732,1.0493,1.05576
560,2017-02-23,1.05571,1.05944,1.05368,1.05802
561,2017-02-24,1.05808,1.06171,1.05559,1.05607
562,2017-02-27,1.05627,1.063,1.05508,1.05863
563,2017-02-28,1.05856,1.06294,1.05678,1.05755
564,2017-03-01,1.05758,1.05885,1.05134,1.05458
565,2017-03-02,1.05456,1.05507,1.04941,1.05058
566,2017-03-03,1.05058,1.06232,1.05011,1.06214
567,2017-03-06,1.06088,1.06394,1.0574,1.05812
568,2017-03-07,1.05812,1.06018,1.05575,1.05649
569,2017-03-08,1.05645,1.05732,1.05341,1.05398
570,2017-03-09,1.05393,1.06145,1.05243,1.05753
571,2017-03-10,1.05753,1.06983,1.05716,1.06738
572,2017-03-13,1.06845,1.07135,1.06514,1.0653
573,2017-03-14,1.06528,1.06617,1.05992,1.06072
574,2017-03-15,1.06073,1.07392,1.06037,1.07355
575,2017-03-16,1.07353,1.07735,1.0705,1.07712
576,2017-03-17,1.07712,1.07815,1.07268,1.07387
577,2017-03-20,1.07385,1.07765,1.07244,1.0736
578,2017-03-21,1.0736,1.08184,1.07185,1.0806
579,2017-03-22,1.08061,1.08239,1.07752,1.07915
580,2017-03-23,1.07918,1.08041,1.07672,1.0782
581,2017-03-24,1.0782,1.08173,1.07596,1.07971
582,2017-03-27,1.08381,1.09052,1.08265,1.08631
583,2017-03-28,1.08631,1.08719,1.07981,1.0812
584,2017-03-29,1.08119,1.08258,1.07392,1.07647
585,2017-03-30,1.07646,1.0769,1.06712,1.06733
586,2017-03-31,1.06733,1.07011,1.06507,1.0657
587,2017-04-03,1.06593,1.06803,1.06416,1.06678
588,2017-04-04,1.06677,1.06763,1.0635,1.06719
589,2017-04-05,1.0672,1.06884,1.06341,1.06615
590,2017-04-06,1.06615,1.06833,1.06282,1.0643
591,2017-04-07,1.06432,1.06641,1.05799,1.05895
592,2017-04-10,1.05874,1.06059,1.05691,1.05947
593,2017-04-11,1.0595,1.06293,1.05778,1.06032
594,2017-04-12,1.06032,1.06744,1.05881,1.0663
595,2017-04-13,1.0663,1.06768,1.06083,1.06123
596,2017-04-14,1.06123,1.06292,1.0605,1.06099
597,2017-04-17,1.06163,1.06698,1.0602,1.06419
598,2017-04-18,1.06418,1.07352,1.06365,1.07296
599,2017-04-19,1.07296,1.07361,1.06992,1.07104
600,2017-04-20,1.07105,1.07768,1.07081,1.07158
601,2017-04-21,1.07158,1.07372,1.06815,1.07235
602,2017-04-24,1.0919,1.09191,1.082,1.08661
603,2017-04-25,1.08659,1.09493,1.08507,1.09246
604,2017-04-26,1.09238,1.095,1.0855,1.09024
605,2017-04-27,1.09029,1.09323,1.08509,1.08715
606,2017-04-28,1.08715,1.09467,1.08562,1.08976
607,2017-05-01,1.09095,1.0923,1.08834,1.08974
608,2017-05-02,1.08973,1.09324,1.08874,1.0928
609,2017-05-03,1.09283,1.09361,1.08821,1.08848
610,2017-05-04,1.08851,1.09864,1.08741,1.09833
611,2017-05-05,1.09829,1.09986,1.09476,1.0998
612,2017-05-08,1.10192,1.10213,1.09155,1.09226
613,2017-05-09,1.09228,1.09328,1.08627,1.08717
614,2017-05-10,1.08718,1.08974,1.08525,1.0866
615,2017-05-11,1.08658,1.08923,1.08384,1.086
616,2017-05-12,1.08599,1.09336,1.0855,1.09315
617,2017-05-15,1.09299,1.09887,1.09219,1.09741
618,2017-05-16,1.09741,1.10964,1.09725,1.10818
619,2017-05-17,1.10817,1.11614,1.10801,1.11579
620,2017-05-18,1.11581,1.11711,1.1075,1.11023
621,2017-05-19,1.11022,1.1211,1.1096,1.12068
622,2017-05-22,1.11949,1.12627,1.11607,1.12363
623,2017-05-23,1.12363,1.12675,1.11743,1.11817
624,2017-05-24,1.11819,1.12192,1.11677,1.12176
625,2017-05-25,1.12176,1.12496,1.1193,1.12092
626,2017-05-26,1.12091,1.12339,1.11598,1.11782
627,2017-05-29,1.11694,1.11891,1.11611,1.11638
628,2017-05-30,1.11636,1.12047,1.11089,1.11852
629,2017-05-31,1.11853,1.12516,1.11638,1.12425
630,2017-06-01,1.12424,1.1256,1.12014,1.12115
631,2017-06-02,1.12113,1.12844,1.12043,1.12798
632,2017-06-05,1.1272,1.1283,1.12335,1.12534
633,2017-06-06,1.12535,1.12834,1.12397,1.12756
634,2017-06-07,1.12756,1.12817,1.12033,1.1255
635,2017-06-08,1.12556,1.12684,1.11939,1.12134
636,2017-06-09,1.12134,1.12363,1.11656,1.11954
637,2017-06-12,1.12066,1.12313,1.11912,1.12015
638,2017-06-13,1.12015,1.1224,1.11845,1.12099
639,2017-06-14,1.12099,1.12951,1.11922,1.12159
640,2017-06-15,1.12166,1.12278,1.11315,1.11428
641,2017-06-16,1.11426,1.12008,1.11377,1.11949
642,2017-06-19,1.12041,1.1212,1.11423,1.11477
643,2017-06-20,1.11478,1.11643,1.11182,1.11334
644,2017-06-21,1.11336,1.11683,1.11265,1.1167
645,2017-06-22,1.11667,1.11771,1.11386,1.11515
646,2017-06-23,1.11515,1.12081,1.11444,1.11922
